KeyRecordLink|MasterID|TargetID|KeyDataSet|KeyLinkType|LinkConfidence|Transfer
473503|tateforcier_michigan_2009|tateforcier_michigan_2009|2|2|1|0
473504|brandonsimon_iowa_2016|brandonsimon_iowa_2016|2|2|1|0
473505|davidgilreath_wisconsin_2007|davidgilreath_wisconsin_2007|2|2|1|0
473506|markmurphy_indiana_2011|markmurphy_indiana_2011|2|2|1|0
473507|gregorymcclendon_illinois_2005|gregorymcclendon_illinois_2005|2|2|1|0
473508|jordanmorant_michigan_2020|jordanmorant_michigan_2020|2|2|1|0
473509|jacobhillyer_iowa_2011|jacobhillyer_iowa_2011|2|2|1|0
473510|katerianlegrone_nebraska_2018|katerianlegrone_nebraska_2018|2|2|1|0
473511|brockvereen_minnesota_2010|brockvereen_minnesota_2010|2|2|1|0
473512|austinthomas_indiana_2005|austinthomas_indiana_2005|2|2|1|0
473513|adammclean_maryland_2015|adammclean_maryland_2015|2|2|1|0
473514|joemartinek_rutgers_2007|joemartinek_rutgers_2007|2|2|1|0
473515|christianvarner_maryland_2004|christianvarner_maryland_2004|2|2|1|0
473516|stanleymorgan_nebraska_2015|stanleymorgan_nebraska_2015|2|2|1|0
473517|evanlisle_ohiostate_2013|evanlisle_ohiostate_2013|2|2|1|0
473518|grantdebenedictis_michigan_2004|grantdebenedictis_michigan_2004|2|2|1|0
473519|adamdimichele_pennstate_2004|adamdimichele_pennstate_2004|2|2|1|0
473520|terrencerobinson_michigan_2008|terrencerobinson_michigan_2008|2|2|1|0
473521|seanwelsh_iowa_2013|seanwelsh_iowa_2013|2|2|1|0
473522|kevingage_illinois_2003|kevingage_illinois_2003|2|2|1|0
473523|michaelneal_purdue_2005|michaelneal_purdue_2005|2|2|1|0
473524|brenonthrift_pennstate_2016|brenonthrift_pennstate_2016|2|2|1|0
473525|joshrobertson_minnesota_2006|joshrobertson_minnesota_2006|2|2|1|0
473526|brucedavis_iowa_2007|brucedavis_iowa_2007|2|2|1|0
473527|kalebjohnson_rutgers_2011|kalebjohnson_rutgers_2011|2|2|1|0
473528|jamalmilan_illinois_2015|jamalmilan_illinois_2015|2|2|1|0
473529|hunterhayek_rutgers_2017|hunterhayek_rutgers_2017|2|2|1|0
473530|delroybaker_indiana_2014|delroybaker_indiana_2014|2|2|1|0
473531|robinsonalexis_rutgers_2007|robinsonalexis_rutgers_2007|2|2|1|0
473532|keiwanjones_purdue_2014|keiwanjones_purdue_2014|2|2|1|0
473533|rayhamilton_iowa_2011|rayhamilton_iowa_2011|2|2|1|0
473534|ruhannpeele_rutgers_2012|ruhannpeele_rutgers_2012|2|2|1|0
473535|mayanahanotu_minnesota_2018|mayanahanotu_minnesota_2018|2|2|1|0
473536|jonasamoah_illinois_2006|jonasamoah_illinois_2006|2|2|1|0
473537|antoniolowery_rutgers_2006|antoniolowery_rutgers_2006|2|2|1|0
473538|timmcgarigle_northwestern_2002|timmcgarigle_northwestern_2002|2|2|1|0
473539|melvingordon_wisconsin_2011|melvingordon_wisconsin_2011|2|2|1|0
