KeyRecordLink|MasterID|TargetID|KeyDataSet|KeyLinkType|LinkConfidence|Transfer
521509|colegardner_easternmichigan|colegardner_easternmichigan_2012|4|2|1|0
521510|austinbarnes_easternmichigan|austinbarnes_easternmichigan_2013|4|2|1|0
521511|patoconnor_easternmichigan|patoconnor_easternmichigan_2012|4|2|1|0
521512|tyreeserussell_easternmichigan|tyreeserussell_easternmichigan_2011|4|2|1|0
521513|garretthoskins_easternmichigan|garretthoskins_easternmichigan_2009|4|2|1|0
521514|justincudworth_easternmichigan|justincudworth_easternmichigan_2011|4|2|1|0
521515|andymulumba_easternmichigan|andymulumba_easternmichigan_2009|4|2|1|0
521516|bradohrman_easternmichigan|bradohrman_easternmichigan_2007|4|2|1|0
521517|danielholtzclaw_easternmichigan|danielholtzclaw_easternmichigan_2005|4|2|1|0
521518|leightonmccarthy_floridaatlantic|leightonmccarthy_floridaatlantic_2016|4|2|1|0
521519|brandonwalton_floridaatlantic|brandonwalton_floridaatlantic_2016|4|2|1|0
521520|harrisonbryant_floridaatlantic|harrisonbryant_floridaatlantic_2016|4|2|1|0
521521|meikodotson_floridaatlantic|meikodotson_floridaatlantic_2018|4|2|1|0
521522|akileisleroy_floridaatlantic|akileisleroy_floridaatlantic_2017|4|2|1|0
521523|devinsingletary_floridaatlantic|devinsingletary_floridaatlantic_2016|4|2|1|0
521524|jalenyoung_floridaatlantic|jalenyoung_floridaatlantic_2015|4|2|1|0
521525|azeezalshaair_floridaatlantic|azeezalshaair_floridaatlantic_2015|4|2|1|0
521526|sheltonlewis_floridaatlantic|sheltonlewis_floridaatlantic_2015|4|2|1|0
521527|treyhendrickson_floridaatlantic|treyhendrickson_floridaatlantic_2013|4|2|1|0
521528|trevoncoley_floridaatlantic|trevoncoley_floridaatlantic_2012|4|2|1|0
521529|luckywhitehead_floridaatlantic|luckywhitehead_floridaatlantic_2013|4|2|1|0
521530|andraekirk_floridaatlantic|andraekirk_floridaatlantic_2011|4|2|1|0
521531|djounsmith_floridaatlantic|djounsmith_floridaatlantic_2010|4|2|1|0
521532|seankelly_floridaatlantic|seankelly_floridaatlantic_2012|4|2|1|0
521533|williamdukes_floridaatlantic|williamdukes_floridaatlantic_2011|4|2|1|0
521534|alfredmorris_floridaatlantic|alfredmorris_floridaatlantic_2007|4|2|1|0
521535|randelljohnson_floridaatlantic|randelljohnson_floridaatlantic_2009|4|2|1|0
521536|robhousler_floridaatlantic|robhousler_floridaatlantic_2006|4|2|1|0
521537|michaellockley_floridaatlantic|michaellockley_floridaatlantic_2006|4|2|1|0
521538|taviouspolo_floridaatlantic|taviouspolo_floridaatlantic_2006|4|2|1|0
521539|jasonharmon_floridaatlantic|jasonharmon_floridaatlantic_2005|4|2|1|0
521540|cortezgent_floridaatlantic|cortezgent_floridaatlantic_2005|4|2|1|0
521541|lexingtonjoseph_floridainternational|lexingtonjoseph_floridainternational_2019|4|2|1|0
521542|sagelewis_floridainternational|sagelewis_floridainternational_2015|4|2|1|0
521543|stantleythomasoliver_floridainternational|stantleythomasoliver_floridainternational_2016|4|2|1|0
521544|mauricealexander_floridainternational|mauricealexander_floridainternational_2015|4|2|1|0
521545|jordanbudwig_floridainternational|jordanbudwig_floridainternational_2013|4|2|1|0
521546|stonewilson_floridainternational|stonewilson_floridainternational_2015|4|2|1|0
521547|thomasowens_floridainternational|thomasowens_floridainternational_2014|4|2|1|0
521548|ferminsilva_floridainternational|ferminsilva_floridainternational_2015|4|2|1|0
521549|anthonywint_floridainternational|anthonywint_floridainternational_2014|4|2|1|0
521550|jonnusmith_floridainternational|jonnusmith_floridainternational_2013|4|2|1|0
521551|michaelwakefield_floridainternational|michaelwakefield_floridainternational_2012|4|2|1|0
521552|richardleonard_floridainternational|richardleonard_floridainternational_2011|4|2|1|0
521553|greghickman_floridainternational|greghickman_floridainternational_2010|4|2|1|0
521554|tourekwilliams_floridainternational|tourekwilliams_floridainternational_2009|4|2|1|0
521555|tyhilton_floridainternational|tyhilton_floridainternational_2008|4|2|1|0
521556|jarviswilson_floridainternational|jarviswilson_floridainternational_2007|4|2|1|0
521557|anthonygaitor_floridainternational|anthonygaitor_floridainternational_2007|4|2|1|0
521558|darrietperry_floridainternational|darrietperry_floridainternational_2008|4|2|1|0
521559|jackgriffin_floridainternational|jackgriffin_floridainternational_2009|4|2|1|0
521560|winstonfraser_floridainternational|winstonfraser_floridainternational_2008|4|2|1|0
521561|kedrickrhodes_floridainternational|kedrickrhodes_floridainternational_2010|4|2|1|0
521562|rupertbryan_floridainternational|rupertbryan_floridainternational_2009|4|2|1|0
521563|stanfordsamuels_floridastate|stanfordsamuels_floridastate_2017|4|2|1|0
521564|leonwashington_floridastate|leonwashington_floridastate_2002|4|2|1|0
521565|chaunceystovall_floridastate|chaunceystovall_floridastate_2002|4|2|1|0
521566|antoniocromartie_floridastate|antoniocromartie_floridastate_2003|4|2|1|0
521567|chaunceydavis_floridastate|chaunceydavis_floridastate_2003|4|2|1|0
521568|erniesims_floridastate|erniesims_floridastate_2003|4|2|1|0
521569|gregcarr_floridastate|gregcarr_floridastate_2004|4|2|1|0
521570|brodrickbunkley_floridastate|brodrickbunkley_floridastate_2002|4|2|1|0
521571|kamerionwimbley_floridastate|kamerionwimbley_floridastate_2002|4|2|1|0
521572|ajnicholson_floridastate|ajnicholson_floridastate_2002|4|2|1|0
521573|andrefluellen_floridastate|andrefluellen_floridastate_2003|4|2|1|0
521574|busterdavis_floridastate|busterdavis_floridastate_2002|4|2|1|0
521575|rodneyhudson_floridastate|rodneyhudson_floridastate_2007|4|2|1|0
521576|genohayes_floridastate|genohayes_floridastate_2005|4|2|1|0
521577|garycismesia_floridastate|garycismesia_floridastate_2004|4|2|1|0
521578|everettebrown_floridastate|everettebrown_floridastate_2005|4|2|1|0
521579|tonycarter_floridastate|tonycarter_floridastate_2004|4|2|1|0
521580|myronrolle_floridastate|myronrolle_floridastate_2006|4|2|1|0
521581|grahamgano_floridastate|grahamgano_floridastate_2005|4|2|1|0
521582|michaelraygarvin_floridastate|michaelraygarvin_floridastate_2005|4|2|1|0
521583|dekodawatson_floridastate|dekodawatson_floridastate_2006|4|2|1|0
521584|patrickrobinson_floridastate|patrickrobinson_floridastate_2006|4|2|1|0
521585|brandonjenkins_floridastate|brandonjenkins_floridastate_2009|4|2|1|0
521586|ryanmcmahon_floridastate|ryanmcmahon_floridastate_2006|4|2|1|0
521587|xavierrhodes_floridastate|xavierrhodes_floridastate_2009|4|2|1|0
521588|zebriesanders_floridastate|zebriesanders_floridastate_2008|4|2|1|0
521589|dustinhopkins_floridastate|dustinhopkins_floridastate_2009|4|2|1|0
521590|shawnpowell_floridastate|shawnpowell_floridastate_2007|4|2|1|0
521591|lamarcusjoyner_floridastate|lamarcusjoyner_floridastate_2010|4|2|1|0
521592|rashadgreene_floridastate|rashadgreene_floridastate_2011|4|2|1|0
521593|nickoleary_floridastate|nickoleary_floridastate_2011|4|2|1|0
521594|bjoernwerner_floridastate|bjoernwerner_floridastate_2010|4|2|1|0
521595|bryanstork_floridastate|bryanstork_floridastate_2009|4|2|1|0
521596|timmyjernigan_floridastate|timmyjernigan_floridastate_2011|4|2|1|0
521597|christianjones_floridastate|christianjones_floridastate_2010|4|2|1|0
521598|josuematias_floridastate|josuematias_floridastate_2011|4|2|1|0
521599|cameronerving_floridastate|cameronerving_floridastate_2010|4|2|1|0
521600|jameiswinston_floridastate|jameiswinston_floridastate_2012|4|2|1|0
521601|trejackson_floridastate|trejackson_floridastate_2011|4|2|1|0
521602|robertoaguayo_floridastate|robertoaguayo_floridastate_2012|4|2|1|0
521603|marioedwards_floridastate|marioedwards_floridastate_2012|4|2|1|0
521604|eddiegoldman_floridastate|eddiegoldman_floridastate_2012|4|2|1|0
521605|jalenramsey_floridastate|jalenramsey_floridastate_2013|4|2|1|0
521606|dalvincook_floridastate|dalvincook_floridastate_2014|4|2|1|0
521607|roderickjohnson_floridastate|roderickjohnson_floridastate_2014|4|2|1|0
521608|travisrudolph_floridastate|travisrudolph_floridastate_2014|4|2|1|0
521609|kermitwhitfield_floridastate|kermitwhitfield_floridastate_2013|4|2|1|0
521610|demarcuswalker_floridastate|demarcuswalker_floridastate_2013|4|2|1|0
521611|nilelawrencestample_floridastate|nilelawrencestample_floridastate_2011|4|2|1|0
521612|reggienorthrup_floridastate|reggienorthrup_floridastate_2012|4|2|1|0
521613|tarvarusmcfadden_floridastate|tarvarusmcfadden_floridastate_2015|4|2|1|0
521614|kareemare_floridastate|kareemare_floridastate_2014|4|2|1|0
521615|derwinjames_floridastate|derwinjames_floridastate_2015|4|2|1|0
521616|aleceberle_floridastate|aleceberle_floridastate_2014|4|2|1|0
521617|marvinwilson_floridastate|marvinwilson_floridastate_2017|4|2|1|0
521618|camakers_floridastate|camakers_floridastate_2017|4|2|1|0
521619|tamorrionterry_floridastate|tamorrionterry_floridastate_2017|4|2|1|0
521620|hamsahnasirildeen_floridastate|hamsahnasirildeen_floridastate_2017|4|2|1|0
521621|derekcarr_fresnostate|derekcarr_fresnostate_2009|4|2|1|0
521622|davanteadams_fresnostate|davanteadams_fresnostate_2011|4|2|1|0
521623|robbierouse_fresnostate|robbierouse_fresnostate_2009|4|2|1|0
521624|austinwentworth_fresnostate|austinwentworth_fresnostate_2008|4|2|1|0
521625|phillipthomas_fresnostate|phillipthomas_fresnostate_2007|4|2|1|0
521626|derronsmith_fresnostate|derronsmith_fresnostate_2010|4|2|1|0
521627|andyjennings_fresnostate|andyjennings_fresnostate_2009|4|2|1|0
521628|travisbrown_fresnostate|travisbrown_fresnostate_2009|4|2|1|0
521629|joshharper_fresnostate|joshharper_fresnostate_2010|4|2|1|0
521630|marceljensen_fresnostate|marceljensen_fresnostate_2008|4|2|1|0
521631|isaiahburse_fresnostate|isaiahburse_fresnostate_2010|4|2|1|0
521632|tyelerdavison_fresnostate|tyelerdavison_fresnostate_2010|4|2|1|0
521633|martezewaller_fresnostate|martezewaller_fresnostate_2012|4|2|1|0
521634|codywichmann_fresnostate|codywichmann_fresnostate_2010|4|2|1|0
521635|jeffcamilli_fresnostate|jeffcamilli_fresnostate_2013|4|2|1|0
521636|aaronmitchell_fresnostate|aaronmitchell_fresnostate_2014|4|2|1|0
521637|jimmycamacho_fresnostate|jimmycamacho_fresnostate_2015|4|2|1|0
521638|tobennaokeke_fresnostate|tobennaokeke_fresnostate_2014|4|2|1|0
521639|christiancronk_fresnostate|christiancronk_fresnostate_2016|4|2|1|0
521640|jeffallison_fresnostate|jeffallison_fresnostate_2016|4|2|1|0
521641|keeseanjohnson_fresnostate|keeseanjohnson_fresnostate_2014|4|2|1|0
521642|jaredrice_fresnostate|jaredrice_fresnostate_2015|4|2|1|0
521643|jujuhughes_fresnostate|jujuhughes_fresnostate_2016|4|2|1|0
521644|mikebell_fresnostate|mikebell_fresnostate_2015|4|2|1|0
521645|justinrice_fresnostate|justinrice_fresnostate_2016|4|2|1|0
521646|ronnierivers_fresnostate|ronnierivers_fresnostate_2017|4|2|1|0
521647|syrustuitele_fresnostate|syrustuitele_fresnostate_2017|4|2|1|0
521648|raymondjohnson_georgiasouthern|raymondjohnson_georgiasouthern_2017|4|2|1|0
521649|derrickcanteen_georgiasouthern|derrickcanteen_georgiasouthern_2019|4|2|1|0
521650|rashadbyrd_georgiasouthern|rashadbyrd_georgiasouthern_2016|4|2|1|0
521651|kindlevildor_georgiasouthern|kindlevildor_georgiasouthern_2016|4|2|1|0
521652|tylerbass_georgiasouthern|tylerbass_georgiasouthern_2015|4|2|1|0
521653|curtisrainey_georgiasouthern|curtisrainey_georgiasouthern_2015|4|2|1|0
521654|wesleyfields_georgiasouthern|wesleyfields_georgiasouthern_2015|4|2|1|0
521655|jeremiahculbreth_georgiasouthern|jeremiahculbreth_georgiasouthern_2015|4|2|1|0
521656|monquavionbrinson_georgiasouthern|monquavionbrinson_georgiasouthern_2016|4|2|1|0
521657|loganhunt_georgiasouthern|loganhunt_georgiasouthern_2015|4|2|1|0
521658|derekkeaton_georgiasouthern|derekkeaton_georgiasouthern_2014|4|2|1|0
521659|mattdobson_georgiasouthern|mattdobson_georgiasouthern_2012|4|2|1|0
521660|shamariousgilmore_georgiastate|shamariousgilmore_georgiastate_2016|4|2|1|0
521661|sampinckney_georgiastate|sampinckney_georgiastate_2018|4|2|1|0
521662|hardrickwillis_georgiastate|hardrickwillis_georgiastate_2017|4|2|1|0
521663|quavianwhite_georgiastate|quavianwhite_georgiastate_2018|4|2|1|0
521664|antaviouslane_georgiastate|antaviouslane_georgiastate_2019|4|2|1|0
521665|trabarnett_georgiastate|trabarnett_georgiastate_2016|4|2|1|0
521666|danellington_georgiastate|danellington_georgiastate_2018|4|2|1|0
521667|pennyhart_georgiastate|pennyhart_georgiastate_2015|4|2|1|0
521668|robertdavis_georgiastate|robertdavis_georgiastate_2013|4|2|1|0
521669|nickarbuckle_georgiastate|nickarbuckle_georgiastate_2014|4|2|1|0
521670|keithrucker_georgiastate|keithrucker_georgiastate_2013|4|2|1|0
521671|josephpeterson_georgiastate|josephpeterson_georgiastate_2012|4|2|1|0
521672|albertwilson_georgiastate|albertwilson_georgiastate_2010|4|2|1|0
521673|calvinjohnson_georgiatech|calvinjohnson_georgiatech_2004|4|2|1|0
521674|dawanlandry_georgiatech|dawanlandry_georgiatech_2002|4|2|1|0
521675|adammoliver_georgiatech|adammoliver_georgiatech_2003|4|2|1|0
521676|joeanoai_georgiatech|joeanoai_georgiatech_2003|4|2|1|0
521677|jamallewis_georgiatech|jamallewis_georgiatech_2004|4|2|1|0
521678|andrewgardner_georgiatech|andrewgardner_georgiatech_2004|4|2|1|0
521679|kevintuminello_georgiatech|kevintuminello_georgiatech_2003|4|2|1|0
521680|vancewalker_georgiatech|vancewalker_georgiatech_2005|4|2|1|0
521681|darrellrobertson_georgiatech|darrellrobertson_georgiatech_2004|4|2|1|0
521682|jonathandwyer_georgiatech|jonathandwyer_georgiatech_2007|4|2|1|0
521683|michaeljohnson_georgiatech|michaeljohnson_georgiatech_2005|4|2|1|0
521684|darrylrichard_georgiatech|darrylrichard_georgiatech_2004|4|2|1|0
521685|morganburnett_georgiatech|morganburnett_georgiatech_2007|4|2|1|0
521686|demaryiusthomas_georgiatech|demaryiusthomas_georgiatech_2006|4|2|1|0
521687|derrickmorgan_georgiatech|derrickmorgan_georgiatech_2007|4|2|1|0
521688|omoregieuzzi_georgiatech|omoregieuzzi_georgiatech_2008|4|2|1|0
521689|julianburnett_georgiatech|julianburnett_georgiatech_2009|4|2|1|0
521690|orwinsmith_georgiatech|orwinsmith_georgiatech_2009|4|2|1|0
521691|jeremiahattaochu_georgiatech|jeremiahattaochu_georgiatech_2010|4|2|1|0
521692|isaiahjohnson_georgiatech|isaiahjohnson_georgiatech_2010|4|2|1|0
521693|seanpoole_georgiatech|seanpoole_georgiatech_2009|4|2|1|0
521694|quayshawnnealy_georgiatech|quayshawnnealy_georgiatech_2010|4|2|1|0
521695|jemeathomas_georgiatech|jemeathomas_georgiatech_2009|4|2|1|0
521696|jamalgolden_georgiatech|jamalgolden_georgiatech_2011|4|2|1|0
521697|zachlaskey_georgiatech|zachlaskey_georgiatech_2011|4|2|1|0
521698|shaqmason_georgiatech|shaqmason_georgiatech_2011|4|2|1|0
521699|adamgotsis_georgiatech|adamgotsis_georgiatech_2012|4|2|1|0
521700|parkerbraun_georgiatech|parkerbraun_georgiatech_2016|4|2|1|0
521701|kirvontebenson_georgiatech|kirvontebenson_georgiatech_2015|4|2|1|0
521702|pressleyharviniii_georgiatech|pressleyharviniii_georgiatech_2017|4|2|1|0
521703|mikeedwards_hawaii|mikeedwards_hawaii_2011|4|2|1|0
521704|paipaifalemalu_hawaii|paipaifalemalu_hawaii_2008|4|2|1|0
521705|kennedytulimasealii_hawaii|kennedytulimasealii_hawaii_2013|4|2|1|0
521706|jahlanitavai_hawaii|jahlanitavai_hawaii_2014|4|2|1|0
521707|dejonallen_hawaii|dejonallen_hawaii_2012|4|2|1|0
521708|cedricbyrd_hawaii|cedricbyrd_hawaii_2018|4|2|1|0
521709|colemcdonald_hawaii|colemcdonald_hawaii_2016|4|2|1|0
521710|jojoward_hawaii|jojoward_hawaii_2018|4|2|1|0
521711|ilmmanning_hawaii|ilmmanning_hawaii_2018|4|2|1|0
521712|dariusmuasau_hawaii|dariusmuasau_hawaii_2019|4|2|1|0
521713|cortezdavis_hawaii|cortezdavis_hawaii_2019|4|2|1|0
521714|beauyap_hawaii|beauyap_hawaii_2010|4|2|1|0
521715|diocemysaintjuste_hawaii|diocemysaintjuste_hawaii_2013|4|2|1|0
521716|johnursua_hawaii|johnursua_hawaii_2012|4|2|1|0
521717|kaimanapadello_hawaii|kaimanapadello_hawaii_2016|4|2|1|0
