Year,POSITION,First Name,Last Name,School ,Team
2012,LB,Jeremiah,Attaochu,Georgia Tech,2nd
2012,LB,Demetrius,Hartsfield,Maryland,2nd
2012,LB,Kenny,Tate,Maryland,2nd
2012,CB,Merrill,Noel,Wake Forest,2nd
2012,CB,Xavier,Rhodes,Florida State,2nd
2012,S,Rashard,Hall,Clemson,2nd
2012,S,Isaiah,Johnson,Georgia Tech,2nd
2012,K,Chandler,Catanzaro,Clemson,2nd
2012,P,Sean,Poole,Georgia Tech,2nd
2012,KR,Sammy,Watkins,Clemson,2nd
2012,PR,Jamison,Crowder,Duke,2nd
2013,QB,Tajh,Boyd,Clemson,1st
2013,RB,Duke,Johnson,Miami,1st
2013,RB,Jerome,Smith,Syracuse,1st
2013,WR,Stefon,Diggs,Maryland,1st
2013,WR,Sammy,Watkins,Clemson,1st
2013,TE,Eric,Ebron,North Carolina,1st
2013,C,Bryan,Stork,Florida State,1st
2013,OG,Treâ,Jackson,Florida State,1st
2013,OG,Brandon,Linder,Miami,1st
2013,OT,James,Hurst,North Carolina,1st
2013,OT,Brandon,Thomas,Clemson,1st
2013,DE,James,Gayle,Virginia Tech,1st
2013,DE,Kareem,Martin,North Carolina,1st
2013,DT,Aaron,Donald,Pittsburgh,1st
2013,DT,Timmy,Jernigan,Florida State,1st
2013,LB,Christian,Jones,Florida State,1st
2013,LB,Quayshawn,Nealy,Georgia Tech,1st
2013,LB,Jack,Tyler,Virginia Tech,1st
2013,CB,Ross,Cockrell,Duke,1st
2013,CB,Lamarcus,Joyner,Florida State,1st
2013,S,Kyshoen,Jarrett,Virginia Tech,1st
2013,S,Jason,Hendricks,Pittsburgh,1st
2013,K,Chandler,Catanzaro,Clemson,1st
2013,P,Will,Monday,Duke,1st
2013,KR,Duke,Johnson,Miami,1st
2013,PR,Rashad,Greene,Florida State,1st
2013,QB,Bryn,Renner,North Carolina,2nd
2013,RB,Kevin,Parks,Virginia,2nd
2013,RB,James,Wilder Jr.,Florida State,2nd
2013,WR,Alex,Amidon,Boston College,2nd
2013,WR,Michael,Campanaro,Wake Forest,2nd
2013,TE,Jake,McGee,Virginia,2nd
2013,C,Russell,Bodine,North Carolina,2nd
2013,OG,Shaquille,Mason,Georgia Tech,2nd
2013,OG,Josue,Matias,Florida State,2nd
2013,OT,Cameron,Erving,Florida State,2nd
2013,OT,Morgan,Moses,Virginia,2nd
2013,DE,Jeremiah,Attaochu,Georgia Tech,2nd
2013,DE,Anthony,Chickillo,Miami,2nd
2013,DT,Derrick,Hopkins,Virginia Tech,2nd
2013,DT,Nikita,Whitlock,Wake Forest,2nd
2013,LB,Jabari Hunt,Hunt-Days,Georgia Tech,2nd
2013,LB,Denzel,Perryman,Miami,2nd
2013,LB,Kevin Pierre,Pierre-Louis,Boston College,2nd
2013,CB,Demetrious,Nicholson,Virginia,2nd
2013,CB,Jemea,Thomas,Georgia Tech,2nd
2013,S,Tre,Boston,North Carolina,2nd
2013,S,Isaiah,Johnson,Georgia Tech,2nd
2013,K,Ross,Martin,Duke,2nd
2013,P,Tommy,Hibbard,North Carolina,2nd
2013,KR,Stefon,Diggs,Maryland,2nd
2013,PR,Jamal,Golden,Georgia Tech,2nd
2014,QB,Jameis,Winston,Florida State,1st
2014,RB,James,Conner,Pittsburgh,1st
2014,RB,Duke,Johnson,Miami,1st
2014,WR,Rashad,Greene,Florida State,1st
2014,WR,Jamison,Crowder,Duke,1st
2014,WR,Tyler,Boyd,Pittsburgh,1st
2014,TE,Nick,O'Leary,Florida State,1st
2014,OT,Cameron,Erving,Florida State,1st
2014,OT,T.J,Clemmings,Pittsburgh,1st
2014,OG,Tre,Jackson,Florida State,1st
2014,OG,Laken,Tomlinson,Duke,1st
2014,C,Andy,Gallik,Boston College,1st
2014,K,Roberto,Aguayo,Florida State,1st
2014,SP,Jamison,Crowder,Duke,1st
2014,DE,Vic,Beasley,Clemson,1st
2014,DE,Mario,Edwards,Florida State,1st
2014,DT,Eddie,Goldman,Florida State,1st
2014,DT,Grady,Jarrett,Clemson,1st
2014,LB,Denzel,Perryman,Miami,1st
2014,LB,David,Helton,Duke,1st
2014,LB,Stephone,Anthony,Clemson,1st
2014,CB,Kendall,Fuller,Virginia Tech,1st
2014,CB,P.J,Williams,Virginia Tech,1st
2014,S,Gerrod,Holliman,Louisville,1st
2014,S,Jalen,Ramsey,Florida State,1st
2014,P,Will,Baumann,N.C. State,1st
2014,QB,Marquise,Williams,North Carolina,2nd
2014,RB,Zach,Laskey,Georgia Tech,2nd
2014,RB,Dalvin,Cook,Florida State,2nd
2014,WR,Phillip,Dorsett,Miami,2nd
2014,WR,Mike,Williams,Clemson,2nd
2014,WR,Artavis,Scott,Clemson,2nd
2014,TE,Clive,Walford,Miami,2nd
2014,OT,Ereck,Flowers,Miami,2nd
2014,OT,Jamon,Brown,Louisville,2nd
2014,OG,Shaq,Mason,Georgia Tech,2nd
2014,OG,Josue,Matias,Florida State,2nd
2014,C,Cameron,Erving,Florida State,2nd
2014,K,Ian,Frye,Virginia,2nd
2014,SP,Tyler,Boyd,Pittsburgh,2nd
2014,DE,Dadi,Nicolas,Virginia Tech,2nd
2014,DE,Eli,Harold,Virginia,2nd
2014,DT,Adam,Gotsis,Georgia Tech,2nd
2014,DT,Tylor,Harris,Wake Forest,2nd
2014,LB,Terrence,Smith,Florida State,2nd
2014,LB,Lorenzo,Maudlin,Louisville,2nd
2014,LB,Henry,Coley,Virginia,2nd
2014,LB,Quayshawn,Nealy,Georgia Tech,2nd
2014,CB,Gary,Peters,Clemson,2nd
2014,CB,Maurice,Canady,Virginia,2nd
2014,S,Jeremy,Cash,Duke,2nd
2014,S,Quin,Blanding,Virginia,2nd
2014,P,Alex,Kinal,Wake Forest,2nd
2015,QB,Deshaun,Watson,Clemson,1st
2015,RB,Dalvin,Cook,Florida State,1st
2015,RB,Elijah,Hood,North Carolina,1st
2015,WR,Tyler,Boyd,Pittsburgh,1st
2015,WR,Artavis,Scott,Clemson,1st
2015,WR,Isaiah,Ford,Virginia Tech,1st
2015,OT,Roderick,Johnson,Florida State,1st
2015,OT,Joe,Thuney,N.C. State,1st
2015,OG,Landon,Turner,North Carolina,1st
2015,OG,Eric,Mac Lain,Clemson,1st
2015,C,Matt,Skura,Duke,1st
2015,K,Roberto,Aguayo,Florida State,1st
2015,SP,DeVon,Edwards,Duke,1st
2015,DE,Shaq,Lawson,Clemson,1st
2015,DE,Ejuan,Price,Pittsburgh,1st
2015,DT,Carlos,Watkins,Clemson,1st
2015,DT,Luther,Maddy,Virginia Tech,1st
2015,DT,Connor,Wujciak,Boston College,1st
2015,LB,Micah,Kiser,Virginia,1st
2015,LB,Brandon,Chubb,Wake Forest,1st
2015,LB,Keith,Kelsey,Louisville,1st
2015,CB,Jalen,Ramsey,Florida State,1st
2015,CB,Mackensie,Alexander,Clemson,1st
2015,S,Jeremy,Cash,Duke,1st
2015,S,Quin,Blanding,Virginia,1st
2015,P,Riley,Dixon,Syracuse,1st
2015,QB,Marquise,Williams,North Carolina,2nd
2015,RB,Wayne,Gallman,Clemson,2nd
2015,RB,Qadree,Ollison,Pittsburgh,2nd
2015,WR,Travis,Rudolph,Florida State,2nd
2015,WR,Canaan,Severin,Virginia,2nd
2015,WR,Mack,Hollins,North Carolina,2nd
2015,WR,Kermit,Whitfield,Florida State,2nd
2015,TE,Jordan,Leggett,Clemson,2nd
2015,OT,Jon,Heck,North Carolina,2nd
2015,OT,Adam,Bismowaty,Pittsburgh,2nd
2015,OG,Dorian,Johnson,Pittsburgh,2nd
2015,OG,Caleb,Peterson,North Carolina,2nd
2015,C,Jay,Guillermo,Clemson,2nd
2015,K,Greg,Huegel,Clemson,2nd
2015,SP,Ryan,Switzer,North Carolina,2nd
2015,DE,Mike,Rose,N.C. State,2nd
2015,DE,DeMarcus,Walker,Florida State,2nd
2015,DT,Nile,Lawrence-Stample,Florida State,2nd
2015,DT,DeAngelo,Brown,Louisville,2nd
2015,LB,Steven,Daniels,Boston College,2nd
2015,LB,Ben,Boulware,Clemson,2nd
2015,LB,B,J. Goodson,Clemson,2nd
2015,LB,Reggie,Northrup,Florida State,2nd
2015,CB,M.J.,Stewart,North Carolina,2nd
2015,CB,Artie,Burns,Miami,2nd
2015,S,Jayron,Kearse,Clemson,2nd
2015,S,Justin,Simmons,Boston College,2nd
2015,P,Alex,Kinal,Wake Forest,2nd
2016,QB,Lamar,Jackson,Louisville,1st
2016,RB,Dalvin,Cook,Florida State,1st
2016,RB,James,Conner,Pittsburgh,1st
2016,WR,Mike,Williams,Clemson,1st
2016,WR,Amba,Etta-Tawo,Syracuse,1st
2016,WR,Ryan,Switzer,North Carolina,1st
2016,TE,Jordan,Leggett,Clemson,1st
2016,OT,Roderick,Johnson,Florida State,1st
2016,OT,Mitch,Hyatt,Clemson,1st
2016,OG,Tyrone,Crowder,Clemson,1st
2016,OG,Dorian,Johnson,Pittsburgh,1st
2016,C,Jay,Guillermo,Clemson,1st
2016,K,Mike,Weaver,Wake Forest,1st
2016,SP,Quadree,Henderson,Pittsburgh,1st
2016,DE,DeMarcus,Walker,Florida State,1st
2016,DE,Ejuan,Price,Pittsburgh,1st
2016,DT,Carlos,Watkins,Clemson,1st
2016,DT,Woody,Baron,Virginia Tech,1st
2016,LB,Ben,Boulware,Clemson,1st
2016,LB,Micah,Kiser,Virginia,1st
2016,LB,Devonte,Fields,Louisville,1st
2016,CB,Tarvarus,McFadden,Florida State,1st
2016,CB,Cordrea,Tankersley,Clemson,1st
2016,S,Quin,Blanding,Virginia,1st
2016,S,Jadar,Johnson,Clemson,1st
2016,P,Nicholas,Conte,Virginia,1st
2016,QB,Deshaun,Watson,Clemson,2nd
2016,RB,Matthew,Dayes,N.C. State,2nd
2016,RB,Wayne,Gallman,Clemson,2nd
2016,WR,Isaiah,Ford,Virginia Tech,2nd
2016,WR,Travis,Rudolph,Florida State,2nd
2016,WR,Ahmmon,Richards,Miami,2nd
2016,TE,Cole,Hikutini,Louisville,2nd
2016,OT,Adam,Bisnowaty,Pittsburgh,2nd
2016,OT,Jon,Heck,North Carolina,2nd
2016,OG,Tony,Adams,N.C. State,2nd
2016,OG,Kareem,Are,Florida State,2nd
2016,C,Lucas,Crowley,North Carolina,2nd
2016,K,Greg,Huegel,Clemson,2nd
2016,SP,T.J,Logan,North Carolina,2nd
2016,DE,Harold,Landry,Boston College,2nd
2016,DE,Christian,Wilkins,Clemson,2nd
2016,DT,Dexter,Lawrence,Clemson,2nd
2016,DT,DeAngelo,Brown,Louisville,2nd
2016,LB,Marquel,Lee,Wake Forest,2nd
2016,LB,Keith,Kelsey,Louisville,2nd
2016,LB,Tremaine,Edmunds,Virginia Tech,2nd
2016,CB,Jaire,Alexander,Louisville,2nd
2016,CB,Corn,Elder,Miami,2nd
2016,S,Jordan,Whitehead,Pittsburgh,2nd
2016,S,Jessie,Bates,Wake Forest,2nd
2016,P,Justin,Vogel,Miami,2nd
2017,WR,Steve,Ishmael,Syracuse,1st
2017,WR,Cam,Phillips,Virginia Tech,1st
2017,WR,Jaylen,Smith,Louisville,1st
2017,TE,Cam,Serigne,Wake Forest,1st
2017,OT,Mitch,Hyatt,Clemson,1st
2017,OT,Brian,O'Neill,Pittsburgh,1st
2017,OG,Tyrone,Crowder,Clemson,1st
2017,OG,Wyatt,Teller,Virginia Tech,1st
2017,C,Justin,Falcinelli,Clemson,1st
2017,QB,Lamar,Jackson,Louisville,1st
2017,RB,AJ,Dillon,Boston College,1st
2017,RB,Nyheim,Hines,NC State,1st
2017,AP,Jaylen,Samuels,NC State,1st
2017,PK,Michael,Badgley,Miami,1st
2017,SP,Anthony,Ratliff-Williams,North Carolina,1st
2017,DE,Bradley,Chubb,NC State,1st
2017,DE,Clelin,Ferrell,Clemson,1st
2017,DT,Christian,Wilkins,Clemson,1st
2017,DT,Dexter,Lawrence,Clemson,1st
2017,LB,Micah,Kiser,Virginia,1st
2017,LB,Tremaine,Edmunds,Virginia Tech,1st
2017,LB,Joe,Giles-Harris,Duke,1st
2017,CB,Mark,Gilbert,Duke,1st
2017,CB,Greg,Stroman,Virginia Tech,1st
2017,S,Quin,Blanding,Virginia,1st
2017,S,Derwin,James,Florida State,1st
2017,P,Ryan,Winslow,Pittsburgh,1st
2017,WR,Kelvin,Harmon,NC State,2nd
2017,WR,Olamide,Zaccheaus,Virginia,2nd
2017,WR,Ervin,Philips,Syracuse,2nd
2017,TE,Christopher,Herndon IV,Miami,2nd
2017,OT,Will,Richardson,NC State,2nd
2017,OT,Chris,Lindstrom,Boston College,2nd
2017,OG,Tony,Adams,NC State,2nd
2017,OG,Parker,Braun,Georgia Tech,2nd
2017,C,Ryan,Anderson,Wake Forest,2nd
2017,C,Alec,Eberle,Florida State,2nd
2017,QB,John,Wolford,Wake Forest,2nd
2017,RB,KirVonte,Benson,Georgia Tech,2nd
2017,RB,Travis,Homer,Miami,2nd
2017,AP,Greg,Dortch,Wake Forest,2nd
2017,PK,Mike,Weaver,Wake Forest,2nd
2017,SP,Quadree,Henderson,Pittsburgh,2nd
2017,DE,Austin,Bryant,Clemson,2nd
2017,DE,Duke,Ejiofor,Wake Forest,2nd
2017,DT,Tim,Settle,Virginia Tech,2nd
2017,DT,RJ,McIntosh,Miami,2nd
2017,LB,Dorian,O'Daniel,Clemson,2nd
2017,LB,Shaquille,Quarterman,Miami,2nd
2017,LB,Parris,Bennett,Syracuse,2nd
2017,CB,Michael,Jackson,Miami,2nd
2017,CB,Tarvarus,McFadden,Florida State,2nd
2017,S,Jaquan,Johnson,Miami,2nd
2017,S,Lukas,Denis,Boston College,2nd
2017,P,Lester,Coleman,Virginia,2nd
2018,QB,Ryan,Finley,NC State,1st
2018,RB,Travis,Etienne,Clemson,1st
2018,RB,AJ,Dillon,Boston College,1st
2018,WR,Kelvin,Harmon,NC State,1st
2018,WR,Olamide,Zaccheaus,Virginia,1st
2018,WR,Jakobi,Meyers,NC State,1st
2018,TE,Tommy,Sweeney,Boston College,1st
2018,AP,Greg,Dortch,Wake Forest,1st
2018,OT,Mitch,Hyatt,Clemson,1st
2018,OT,Tyler,Jones,NC State,1st
2018,OG,Chris,Lindstrom,Boston College,1st
2018,OG,Parker,Braun,Georgia Tech,1st
2018,C,Garrett,Bradbury,NC State,1st
2018,DE,Clelin,Ferrell,Clemson,1st
2018,DT,Christian,Wilkins,Clemson,1st
2018,LB,Germaine,Pratt,NC State,1st
2018,LB,Joe,Giles-Harris,Duke,1st
2018,CB,Bryce,Hall,Virginia,1st
2018,S,Andre,Cisco,Syracuse,1st
2018,P,Sterling,Hofrichter,Syracuse,1st
2018,QB,Trevor,Lawrence,Clemson,2nd
2018,RB,Qadree,Ollison,Pitt,2nd
2018,RB,Travis,Homer,Miami,2nd
2018,WR,Tee,Higgins,Clemson,2nd
2018,WR,Jamal,Custis,Syracuse,2nd
2018,WR,Damon,Hazelton,Virginia Tech,2nd
2018,TE,Brevin,Jordan,Miami,2nd
2018,AP,Deon,Jackson,Duke,2nd
2018,OT,Tremayne,Anchrum,Clemson,2nd
2018,OT,Stefano,Millin,Pitt,2nd
2018,OG,Phil,Haynes,Wake Forest,2nd
2018,OG,Sean,Pollard,Clemson,2nd
2018,C,Justin,Falcinelli,Clemson,2nd
2018,DE,Zach,Allen,Boston College,2nd
2018,DE,Alton,Robinson,Syracuse,2nd
2018,DT,Gerald,Willis III,Miami,2nd
2018,DT,Ricky,Walker,Virginia Tech,2nd
2018,LB,Cole,Holcomb,North Carolina,2nd
2018,LB,Tre,Lamar,Clemson,2nd
2018,LB,Ryan,Guthrie,Syracuse,2nd
2018,CB,Trayvon,Mullen,Clemson,2nd
2018,CB,Essang,Bassey,Wake Forest,2nd
2018,S,Jaquan,Johnson,Miami,2nd
2018,S,Cameron,Glenn,Wake Forest,2nd
2018,PK,Christopher,Dunn,NC State,2nd
2018,P,Pressley,Harvin III,Georgia Tech,2nd
2018,SP,Michael,Walker,Boston College,2nd
2019,QB,Trevor,Lawrence,Clemson,1st
2019,RB,Travis,Etienne,Clemson,1st
2019,RB,AJ,Dillon,Boston College,1st
2019,WR,Sage,Surratt,Wake Forest,1st
2019,WR,Tee,Higgins,Clemson,1st
2019,WR,Tutu,Atwell,Louisville,1st
2019,TE,Brevin,Jordan,Miami,1st
2019,AP,Joe,Reed,Virginia,1st
2019,OT,Tremayne,Anchrum,Clemson,1st
2019,OT,Mekhi,Becton,Louisville,1st
2019,OG,John,Simpson,Clemson,1st
2019,OG,John,Phillips,Boston College,1st
2019,C,Jimmy,Morrissey,Pitt,1st
2019,DE,Gregory,Rousseau,Miami,1st
2019,DE,Carlos,Basham,Wake Forest,1st
2019,DT,Jaylen,Twyman,Pitt,1st
2019,DT,Marvin,Wilson,Florida State,1st
2019,LB,Isaiah,Simmons,Clemson,1st
2019,LB,Chazz,Surratt,North Carolina,1st
2019,LB,Shaquille,Quarterman,Miami,1st
2019,CB,Caleb,Farley,Virginia Tech,1st
2019,CB,AJ,Terrell,Clemson,1st
2019,S,Paris,Ford,Pitt,1st
2019,S,Tanner,Muse,Clemson,1st
2019,PK,Nick,Sciba,Wake Forest,1st
2019,P,Sterling,Hofrichter,Syracuse,1st
2019,SP,Joe,Reed,Virginia,1st
2019,QB,Bryce,Perkins,Virginia,2nd
2019,RB,Cam,Akers,Florida State,2nd
2019,RB,Javian,Hawkins,Louisville,2nd
2019,WR,Dazz,Newsome,North Carolina,2nd
2019,WR,Tamorrion,Terry,Florida State,2nd
2019,WR,Trishton,Jackson,Syracuse,2nd
2019,TE,Noah,Gray,Duke,2nd
2019,AP,Hassan,Hall,Louisville,2nd
2019,OT,Charlie,Heck,North Carolina,2nd
2019,OT,Ben,Petrula,Boston College,2nd
2019,OG,Gage,Cervenka,Clemson,2nd
2019,OG,Zion,Johnson,Boston College,2nd
2019,C,Sean,Pollard,Clemson,2nd
2019,DE,Patrick,Jones II,Pitt,2nd
2019,DE,Victor,Dimukeje,Duke,2nd
2019,DT,Larrell,Murchison,NC State,2nd
2019,DT,Tyler,Davis,Clemson,2nd
2019,LB,Rayshard,Ashby,Virginia Tech,2nd
2019,LB,Max,Richardson,Boston College,2nd
2019,LB,Michael,Pinckney,Miami (FL),2nd
2019,CB,Dane,Jackson,Pitt,2nd
2019,CB ,Derion,Kendrick,Clemson,2nd
2019,S,Hamsah,Nasirildeen,Florida State,2nd
2019,S,Andre,Cisco,Syracuse,2nd
2019,PK,Christopher,Dunn,NC State,2nd
2019,P,Dom,Maggio,Wake Forest,2nd
2019,SP,Damond,Philyaw-Johnson,Duke,2nd
2020,QB,Trevor,Lawrence,Clemson,1st
2020,RB,Travis,Etienne,Clemson,1st
2020,RB,Javian,Hawkins,Louisville,1st
2020,AP,Tutu,Atwell,Louisville,1st
2020,WR,Sage,Surratt,Wake Forest,1st
2020,WR,Tamorrion,Terry,Florida State,1st
2020,WR,Justyn,Ross,Clemson,1st
2020,TE,Brevin,Jordan,Miami,1st
2020,C,Jimmy,Morrissey,Pitt,1st
2020,OL,Jackson,Carman,Clemson,1st
2020,OL,Christian,Darrisaw,Virginia Tech,1st
2020,OL,Ben,Petrula,Boston College,1st
2020,OL,Tyler,Vrabel,Boston College,1st
2020,DL,Gregory,Rousseau,Miami,1st
2020,DL,Carlos,Basham,Wake Forest,1st
2020,DL,Jalen,Twyman,Pitt,1st
2020,DL,Marvin,Wilson,Florida State,1st
2020,LB,Rayshard,Ashby,Virginia Tech,1st
2020,LB,Chazz,Surratt,North Carolina,1st
2020,LB,James,Skalski,Clemson,1st
2020,CB,Caleb,Farley,Virginia Tech,1st
2020,CB,Asante,Samuel,Florida State,1st
2020,S,Paris,Ford,Pitt,1st
2020,S,Hamsah,Nasirildeen,Florida State,1st
2020,K,Nick,Sciba,Wake Forest,1st
2020,P,Oscar,Bradburn,Virginia Tech,1st
2020,KR,Damond,Philyaw-Johnson,Duke,1st
2020,PR,Tayvion,Robinson,Virginia Tech,1st
2020,QB,Sam,Howell,North Carolina,2nd
2020,RB,David,Bailey,Boston College,2nd
2020,RB,Michael,Carter,North Carolina,2nd
2020,AP,Dyami,Brown,North Carolina,2nd
2020,WR,Dazz,Newsome,North Carolina,2nd
2020,WR,Amari,Rodgers,Clemson,2nd
2020,TE,Noah,Gray,Duke,2nd
2020,C,Alec,Lindstrom,Boston College,2nd
2020,OL,Ikem,Ekwonu,NC State,2nd
2020,OL,Jordan,McFadden,Clemson,2nd
2020,OL,Zion,Johnson,Boston College,2nd
2020,OL,Lecitus,Smith,Virginia Tech,2nd
2020,QB,Sam,Howell,North Carolina,2nd
2020,RB,David,Bailey,Boston College,2nd
2020,RB,Michael,Carter,North Carolina,2nd
2020,AP,Dyami,Brown,North Carolina,2nd
2020,WR,Dazz,Newsome,North Carolina,2nd
2020,WR,Amari,Rodgers,Clemson,2nd
2020,TE,Noah,Gray,Duke,2nd
2020,C,Alec,Lindstrom,Boston College,2nd
2020,OL,Ikem,Ekwonu,NC State,2nd
2020,OL,Jordan,McFadden,Clemson,2nd
2020,OL,Zion,Johnson,Boston College,2nd
2020,OL,Lecitus,Smith,Virginia Tech,2nd
2020,K,Andre,Szmyt,Syracuse,2nd
2020,P,Trenton,Gill,NC State,2nd
2020,KR,Hassan,Hall,Louisville,2nd
2020,PR,Thayer,Thomas,NC State,2nd
