247_index,rivals_index,ID,playerName,college,city,state,highSchool,position,year,sum
201,273,0,0.8666666666666667,1.0,1.0,1,1.0,0,1,0.8380952380952381
202,5846,1,1.0,1.0,1.0,1,0.4375,0,1,0.7767857142857143
203,1563,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
204,273,0,0.3076923076923077,1.0,1.0,1,0.7058823529411764,0,1,0.7162249515190692
205,5083,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
206,5380,1,1.0,1.0,1.0,1,1.0,1,1,1.0
207,2264,1,1.0,1.0,1.0,1,1.0,1,1,1.0
208,5506,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
209,820,1,1.0,1.0,1.0,1,0.2666666666666667,0,1,0.7523809523809524
210,1956,1,1.0,1.0,1.0,1,0.15384615384615385,0,1,0.7362637362637363
211,2372,0,0.08333333333333337,1.0,0.625,1,0.875,0,1,0.6547619047619049
211,2403,1,1.0,1.0,1.0,1,1.0,1,1,1.0
212,3008,0,0.8461538461538461,1.0,1.0,1,0.6206896551724138,1,1,0.9238347859037515
213,3220,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
214,4990,1,1.0,1.0,1.0,1,0.8571428571428572,0,1,0.8367346938775511
215,2372,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
215,2403,0,0.08333333333333337,1.0,0.625,1,0.875,0,1,0.6547619047619049
216,2924,1,1.0,1.0,0.1875,1,1.0,0,1,0.7410714285714286
217,1968,1,1.0,1.0,0.19999999999999996,1,1.0,1,1,0.8857142857142858
218,5812,1,1.0,1.0,0.6666666666666667,1,1.0,0,1,0.8095238095238095
219,159,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
220,2401,1,1.0,1.0,1.0,1,0.6,0,1,0.7999999999999999
221,1713,1,1.0,1.0,1.0,1,1.0,1,1,1.0
222,1818,0,0.1428571428571429,1.0,0.75,1,1.0,0,1,0.6989795918367346
222,3671,1,1.0,1.0,0.75,1,1.0,1,1,0.9642857142857143
223,5704,1,1.0,1.0,1.0,1,0.2666666666666667,0,1,0.7523809523809524
224,1281,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
225,1996,1,1.0,1.0,1.0,1,0.25,1,1,0.8928571428571429
226,3065,1,1.0,1.0,1.0,1,1.0,1,1,1.0
226,5629,0,0.0,1.0,1.0,1,1.0,0,1,0.7142857142857143
227,3383,1,1.0,1.0,1.0,1,0.25,0,1,0.75
228,880,1,1.0,1.0,0.33333333333333337,1,0.9444444444444444,0,1,0.753968253968254
229,1514,1,1.0,1.0,1.0,1,0.25,0,1,0.75
230,472,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
231,5688,1,1.0,1.0,1.0,1,1.0,1,1,1.0
232,3065,0,0.0,1.0,1.0,1,1.0,0,1,0.7142857142857143
232,5629,1,1.0,1.0,1.0,1,1.0,1,1,1.0
233,1818,1,1.0,1.0,0.75,1,1.0,0,1,0.8214285714285714
233,3671,0,0.1428571428571429,1.0,0.75,1,1.0,0,1,0.6989795918367346
235,1585,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
236,714,1,1.0,1.0,0.09090909090909094,1,1.0,0,1,0.7272727272727273
237,2135,1,1.0,1.0,1.0,1,1.0,1,1,1.0
238,5482,1,1.0,1.0,1.0,1,0.15384615384615385,0,1,0.7362637362637363
239,1072,1,1.0,1.0,1.0,1,0.782608695652174,1,1,0.9689440993788819
240,4062,1,1.0,1.0,1.0,1,0.5882352941176471,0,1,0.7983193277310924
244,1104,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
245,1072,0,0.8333333333333334,1.0,1.0,1,0.782608695652174,1,1,0.9451345755693582
246,2101,1,1.0,1.0,1.0,1,0.18181818181818177,1,1,0.8831168831168831
247,1470,1,1.0,1.0,1.0,1,1.0,1,1,1.0
248,1215,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
249,2088,1,1.0,1.0,1.0,1,0.0,1,1,0.8571428571428571
250,3302,1,1.0,1.0,1.0,1,0.19999999999999996,0,1,0.7428571428571429
251,5487,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
253,642,1,1.0,1.0,1.0,1,1.0,1,1,1.0
254,5475,1,1.0,1.0,1.0,1,0.9333333333333333,0,1,0.8476190476190476
255,3151,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
256,4483,1,1.0,1.0,1.0,1,0.15000000000000002,0,1,0.7357142857142858
257,2751,1,1.0,1.0,1.0,1,0.0,1,1,0.8571428571428571
258,3385,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
259,446,1,1.0,1.0,1.0,1,1.0,1,1,1.0
261,215,1,1.0,1.0,1.0,1,0.19999999999999996,1,1,0.8857142857142858
262,3238,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
263,3973,1,1.0,1.0,1.0,1,0.19999999999999996,0,1,0.7428571428571429
264,201,1,1.0,1.0,1.0,1,0.0,0,1,0.7142857142857143
265,1795,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
266,828,1,1.0,1.0,0.0,1,0.9444444444444444,0,1,0.7063492063492064
267,2261,1,1.0,1.0,1.0,1,0.0,1,1,0.8571428571428571
268,4358,0,0.07692307692307687,1.0,1.0,1,1.0,0,1,0.7252747252747253
268,5035,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
269,4358,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
269,5035,0,0.07692307692307687,1.0,1.0,1,1.0,0,1,0.7252747252747253
270,688,1,1.0,1.0,1.0,1,1.0,1,1,1.0
271,5636,0,0.8125,1.0,1.0,1,0.5454545454545454,0,1,0.7654220779220778
272,1270,1,1.0,1.0,0.0,1,1.0,0,1,0.7142857142857143
273,1336,0,0.5833333333333333,1.0,1.0,1,1.0,1,1,0.9404761904761905
274,4189,1,1.0,1.0,0.4,1,1.0,1,1,0.9142857142857144
275,5033,1,1.0,1.0,1.0,1,0.7142857142857143,0,1,0.8163265306122449
276,3789,0,0.6153846153846154,1.0,1.0,1,1.0,1,1,0.945054945054945
277,3662,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
277,4407,0,0.09090909090909094,1.0,1.0,1,1.0,0,1,0.7272727272727273
278,3588,1,1.0,1.0,0.6363636363636364,1,0.8095238095238095,1,1,0.9208410636982066
279,854,0,0.8,1.0,1.0,1,1.0,0,1,0.8285714285714285
280,3915,1,1.0,1.0,1.0,1,0.5882352941176471,0,1,0.7983193277310924
281,5580,1,1.0,1.0,1.0,1,1.0,1,1,1.0
282,76,1,1.0,1.0,1.0,1,1.0,1,1,1.0
283,3662,0,0.0,1.0,1.0,1,1.0,0,1,0.7142857142857143
283,4407,0,0.9,1.0,1.0,1,1.0,0,1,0.8428571428571429
284,1369,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
285,1630,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
286,4762,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
287,3114,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
288,3652,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
289,3214,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
290,4487,1,1.0,1.0,1.0,1,0.4444444444444444,0,1,0.7777777777777778
291,1524,1,1.0,1.0,0.6,1,0.65,1,1,0.8928571428571429
292,3390,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
293,3443,1,1.0,1.0,1.0,1,0.4375,1,1,0.9196428571428571
294,3786,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
295,4041,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
296,4468,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
297,1355,1,1.0,1.0,1.0,1,1.0,0,1,0.8571428571428571
299,2373,1,1.0,1.0,0.09090909090909094,1,1.0,1,1,0.8701298701298701
300,2080,1,1.0,1.0,0.2222222222222222,1,1.0,0,1,0.746031746031746
301,2559,1,1.0,1.0,1.0,1,1.0,1,1,1.0
