rivals_ID,0
jordanadams_nebraska_2004,False
evanschwan_pennstate_2012,False
colegest_indiana_2016,False
devinsmith_wisconsin_2008,False
ryanmcdonald_illinois_2004,False
shamargraves_rutgers_2006,False
jamesonwright_wisconsin_2010,False
dwighttillman_minnesota_2010,False
quinnbauducco_minnesota_2011,False
nicksukay_pennstate_2007,False
jalinmarshall_ohiostate_2013,False
ianstewart_michiganstate_2020,False
carvinjohnson_michigan_2010,False
craigyoung_ohiostate_2019,False
alexrucks_northwestern_2004,False
quentinwilliams_northwestern_2008,False
jamesrogers_michigan_2007,False
barthouston_wisconsin_2012,False
kentinney_michiganstate_2006,False
ericwilson_northwestern_2012,False
joeschopper_purdue_2015,False
mikedandrea_ohiostate_2002,False
mikejones_michigan_2009,False
ejunderwood_ohiostate_2002,False
jeffcumberland_illinois_2006,False
kyricmcgowan_northwestern_2017,False
markmeyers_michiganstate_2012,False
kyledodson_ohiostate_2012,False
scottsypniewski_michigan_2013,False
dannydalton_pennstate_2016,False
wyattshallman_michigan_2013,False
tysonhetzer_nebraska_2008,False
shukreebarfield_rutgers_2004,False
seanmansfield_northwestern_2002,False
connorbrennan_illinois_2015,False
michaeleargle_purdue_2010,False
tyrellspain_nebraska_2005,False
samjohnson_rutgers_2003,False
mattfinnin_nebraska_2013,False
desmonpeoples_rutgers_2012,False
pedrososa_rutgers_2003,False
lashawnpaulino_michiganstate_2017,False
lancemelvin_purdue_2004,False
brandonblackmon_purdue_2006,False
dankinsey_indiana_2005,False
khairifortt_pennstate_2010,False
chuckfiliaga_michigan_2017,False
ericclark_minnesota_2002,False
damasomunoz_rutgers_2005,False
juanharris_indiana_2017,False
jeffallen_maryland_2005,False
michaelrouseiii_purdue_2011,False
isaiahlewis_michiganstate_2010,False
byronwilliams_purdue_2003,False
davidpittman_minnesota_2008,False
rjshelton_michiganstate_2013,False
dakotaroyer_pennstate_2010,False
williamvogt_rutgers_2002,False
dcjefferson_rutgers_2008,False
almajidhutchins_rutgers_2007,False
curtphillips_wisconsin_2008,False
nicksamac_michiganstate_2019,False
julianhylton_illinois_2014,False
vernonjackson_iowa_2005,False
kevintyler_illinois_2020,False
tylerfriday_ohiostate_2018,False
jackwohlabaugh_ohiostate_2016,False
averyyoung_rutgers_2018,False
ryanpalmer_illinois_2006,False
mikewey_minnesota_2006,False
jamilmerrell_rutgers_2009,False
coreyclement_wisconsin_2013,False
mattshaughnessy_wisconsin_2005,False
kingsleyike_purdue_2012,False
dominiklondon_minnesota_2017,False
randallhunt_illinois_2006,False
randyearle_maryland_2002,False
georgecovington_maryland_2004,False
jonathanlinkenheimer_purdue_2010,False
robertlanders_ohiostate_2015,False
johnnylowdermilk_iowa_2011,False
coziahizzard_pennstate_2020,False
raheemblackshear_rutgers_2017,False
bennettfulper_maryland_2009,False
adamkadela_northwestern_2003,False
jajuandulaney_maryland_2013,False
leonjackson_nebraska_2005,False
danorseske_minnesota_2009,False
donovanpeoplesjones_michigan_2017,False
gregfuller_illinois_2009,False
brettbyford_nebraska_2003,False
antoniomarshall_indiana_2012,False
tariquebarnes_illinois_2019,False
collinmcgarry_minnesota_2007,False
jaquanbrisker_pennstate_2019,False
toddpeatjr_nebraska_2011,False
angelogarbutt_iowa_2015,False
gregeslinger_minnesota_2002,False
tyronebouie_minnesota_2010,False
lucasfinnessy_minnesota_2020,False
bennettwilliams_illinois_2017,False
peterwesterhaus_minnesota_2011,False
averythompson_maryland_2012,False
brendanbordner_rutgers_2017,False
blakecountess_michigan_2011,False
titusbrothers_nebraska_2003,False
nylesbeverly_purdue_2019,False
obiegekeze_maryland_2004,False
braidenmcgregor_michigan_2020,False
miltonwright_purdue_2019,False
joeporter_rutgers_2003,False
adamkorsak_rutgers_2018,False
sidneygopre_rutgers_2015,False
johnlampert_purdue_2002,False
nickklemm_maryland_2009,False
marcuscollins_iowa_2011,False
charlescampbell_indiana_2018,False
marioojemudia_michigan_2012,False
camerongordon_michigan_2009,False
coreymalonehatcher_michigan_2017,False
adariusrayner_indiana_2011,False
amanipurcell_pennstate_2003,False
williamkershaw_maryland_2002,False
jonahjackson_rutgers_2015,False
ameerabdullah_nebraska_2011,False
justinwilson_michiganstate_2010,False
andrewdowell_michiganstate_2015,False
mattmiller_wisconsin_2013,False
joshuaneal_wisconsin_2004,False
theodoreginnjr_ohiostate_2004,False
arthurrayjr_michiganstate_2007,False
kentonplayko_northwestern_2012,False
tommyarmstrong_nebraska_2012,False
travisjackson_michiganstate_2010,False
jamilwalker_wisconsin_2004,False
clifftucker_maryland_2007,False
lornegoree_maryland_2010,False
stanleyking_rutgers_2019,False
joetoth_michiganstate_2003,False
grantperry_michigan_2015,False
keonlattimore_maryland_2003,False
brandonherron_michigan_2007,False
amadanderson_purdue_2018,False
tannermiller_iowa_2010,False
jamaalbeaty_rutgers_2017,False
dominiccizauskas_wisconsin_2014,False
tajmustapha_wisconsin_2018,False
christophercormier_indiana_2013,False
rickyslade_pennstate_2018,False
christaylor_indiana_2002,False
edwardjohnson_pennstate_2002,False
dvionharris_minnesota_2019,False
chrisphillips_indiana_2004,False
rodneykinlaw_pennstate_2003,False
mohamedsanu_rutgers_2009,False
antjuansimmons_michiganstate_2017,False
kambriumbuckner_illinois_2003,False
davidknevel_nebraska_2013,False
andrewtrainer_illinois_2016,False
peytoneckert_indiana_2011,False
jeremihahunter_iowa_2006,False
ajhampton_northwestern_2018,False
seanmcwhirter_minnesota_2006,False
keyshawnjohnsonjr_nebraska_2017,False
tariofuller_purdue_2015,False
jakehartbarger_michiganstate_2014,False
mikeboyle_northwestern_2006,False
jahkeengilmore_indiana_2002,False
nicktompkins_michiganstate_2012,False
tyhamilton_ohiostate_2020,False
quintonwashington_michigan_2009,False
tylerwhite_illinois_2013,False
drewsingleton_michigan_2017,False
kylesheehan_purdue_2006,False
johnmoffitt_wisconsin_2006,False
wyattdavis_ohiostate_2017,False
jordanfrysinger_illinois_2011,False
chrisbanks_indiana_2005,False
georgepanos_wisconsin_2014,False
taylordecker_ohiostate_2012,False
anjeusjones_iowa_2013,False
kylehudson_illinois_2005,False
joshfryar_ohiostate_2020,False
tyrekcheeseboro_maryland_2011,False
davidosei_rutgers_2009,False
antoniogully_illinois_2006,False
logantuleytillman_michigan_2013,False
antoniostevens_purdue_2020,False
rayyanbuell_rutgers_2019,False
jakebscherer_wisconsin_2006,False
billbelton_pennstate_2011,False
christiancampbell_pennstate_2014,False
brandonjones_illinois_2016,False
michaelcarter_minnesota_2009,False
ericsimmons_iowa_2012,False
jarrodsmith_indiana_2006,False
romeomcknight_iowa_2016,False
cedricboswell_iowa_2016,False
morgangreen_maryland_2005,False
calvindavis_iowa_2002,False
cameronburrows_ohiostate_2013,False
keatonellis_pennstate_2019,False
georgerushing_wisconsin_2014,False
damionbarber_pennstate_2017,False
justinhardee_illinois_2012,False
christiankuntz_pennstate_2009,False
justinvalentine_minnesota_2003,False
alfredjenkins_illinois_2008,False
tylerevans_nebraska_2010,False
tonyfields_indiana_2014,False
rashawnbattle_rutgers_2016,False
joesalinardi_rutgers_2004,False
isaihpacheco_rutgers_2018,False
vincehelmuth_michigan_2007,False
solomonvault_northwestern_2014,False
kareemwalker_michigan_2016,False
jeffradek_northwestern_2008,False
enriquecook_wisconsin_2002,False
josephcarter_nebraska_2011,False
johngoss_michiganstate_2004,False
alonzomoore_nebraska_2012,False
byronwilliams_minnesota_2003,False
eddielewis_rutgers_2017,False
bjlowery_iowa_2010,False
petersdrey_purdue_2008,False
richardchristy_minnesota_2005,False
elijahsindelar_purdue_2015,False
laurencemaroney_minnesota_2003,False
tylerrudolph_pennstate_2019,False
treysonpotts_minnesota_2019,False
tomlang_rutgers_2006,False
darrylmelvin_michiganstate_2003,False
joshnettles_wisconsin_2006,False
bilalmarshall_purdue_2012,False
sethcurrens_wisconsin_2016,False
jacobhickman_nebraska_2005,False
rasheedward_northwestern_2005,False
chriswalker_nebraska_2017,False
dimitriccamiel_indiana_2012,False
reidsealby_iowa_2012,False
michaelonwenu_michigan_2016,False
patricknelson_illinois_2015,False
romanbraglio_maryland_2012,False
scottconcannon_northwestern_2007,False
danvillari_michigan_2020,False
danvitale_northwestern_2012,False
jesseaniebonam_maryland_2014,False
adamgalbreath_minnesota_2003,False
terrencenunn_nebraska_2004,False
berkleyedwards_minnesota_2013,False
kylejornigan_purdue_2019,False
santonioholmes_ohiostate_2002,False
naijeejones_rutgers_2017,False
nnamdiezenwa_purdue_2008,False
cameronmitchell_northwestern_2019,False
wyattblake_northwestern_2018,False
robertomcbean_purdue_2006,False
trentonhughes_maryland_2007,False
jaredcarpenter_northwestern_2008,False
shonngreene_iowa_2005,False
davidcone_michigan_2006,False
willmeyers_indiana_2003,False
angelogrose_michiganstate_2020,False
marcusrush_michiganstate_2010,False
mikedinard_northwestern_2005,False
cameronruiz_northwestern_2017,False
austinramesh_wisconsin_2013,False
billrentmeester_wisconsin_2004,False
deangelophilyor_indiana_2017,False
williambrody_minnesota_2004,False
nnamdiadimmadumere_minnesota_2019,False
robforst_rutgers_2010,False
allenlangford_wisconsin_2004,False
champdavis_iowa_2003,False
briansmith_northwestern_2009,False
robninkovich_purdue_2004,False
austinmcgehee_purdue_2014,False
adisaisaac_pennstate_2019,False
malikturner_illinois_2014,False
connerkrizancic_minnesota_2014,False
johndunmore_pennstate_2019,False
andreseldon_michigan_2020,False
richieworship_purdue_2015,False
tylernielsen_iowa_2007,False
jaylenrivers_northwestern_2018,False
tejayjohnson_rutgers_2010,False
matthewvandeberg_iowa_2013,False
jcjackson_maryland_2016,False
cleoharbison_indiana_2003,False
briankaiser_northwestern_2018,False
grantryerse_minnesota_2017,False
kevinhaslam_rutgers_2005,False
willjackson_nebraska_2018,False
ryankerrigan_purdue_2007,False
noahpotter_ohiostate_2019,False
kevinzeitler_wisconsin_2008,False
kenyonjackson_illinois_2016,False
tonylogan_maryland_2007,False
torytaylor_iowa_2020,False
dougpilcher_illinois_2005,False
davidmilewski_rutgers_2010,False
jordanbonner_purdue_2018,False
tracemcsorley_pennstate_2014,False
marcuscrowley_ohiostate_2019,False
anthonyjacobs_minnesota_2007,False
rashodbateman_minnesota_2018,False
corneliusdillard_illinois_2003,False
geraldcadogan_pennstate_2004,False
brieanboddy_minnesota_2012,False
sylvesterbrown_michiganstate_2003,False
taysirmack_indiana_2016,False
vontrellwilliams_illinois_2012,False
anthonywilliamsjr_michiganstate_2019,False
danlawlor_pennstate_2004,False
djjohnson_iowa_2018,False
tylerknight_indiana_2017,False
chrisnorman_michiganstate_2009,False
henrygray_nebraska_2020,False
austinlogan_purdue_2013,False
dannyoquendo_maryland_2005,False
michaelhunter_indiana_2011,False
joshbrent_illinois_2007,False
drewott_iowa_2012,False
jeanbeljour_rutgers_2004,False
derjuangambrell_ohiostate_2011,False
christhomas_iowa_2002,False
isaaczico_purdue_2017,False
wyattcook_purdue_2015,False
darianhicks_michiganstate_2013,False
kurtisdrummond_michiganstate_2010,False
anthonythornhill_illinois_2003,False
jakefeldmeyer_illinois_2009,False
undrayclark_maryland_2011,False
benlauer_minnesota_2012,False
shareefmiller_pennstate_2015,False
dariuspurcell_illinois_2007,False
morgangreen_maryland_2006,False
nathanielclarke_maryland_2010,False
ajburdex_northwestern_2003,False
andrewshanle_nebraska_2002,False
willhagerup_michigan_2010,False
deangelocarter_minnesota_2019,False
jameskamoku_wisconsin_2003,False
lesterward_nebraska_2008,False
shelbyharris_wisconsin_2009,False
michaelroberts_ohiostate_2002,False
jamiihrwilliams_michiganstate_2008,False
jeffbenjamin_purdue_2006,False
jaelynduncan_maryland_2018,False
gavinmccabe_indiana_2018,False
michaeldeiter_wisconsin_2014,False
alfonzodennard_nebraska_2008,False
granttoutant_ohiostate_2020,False
joeburrow_ohiostate_2015,False
dariousthomas_wisconsin_2009,False
steveburch_iowa_2002,False
dominiquebooth_indiana_2014,False
gregoryphillips_purdue_2014,False
joekleinsmith_indiana_2005,False
abesatterfield_iowa_2007,False
jaylenharrell_michigan_2020,False
marcusfleming_nebraska_2020,False
dvonellies_pennstate_2019,False
kevindorsey_maryland_2008,False
landanpaulsen_iowa_2015,False
lamarrwoodley_michigan_2003,False
brianhartline_ohiostate_2005,False
jeffheuerman_ohiostate_2011,False
eddyfish_illinois_2016,False
brendendeasfernandes_iowa_2020,False
kurtcoleman_ohiostate_2006,False
davidrichard_michiganstate_2002,False
isaacfruechte_minnesota_2012,False
tonygonzalez_ohiostate_2003,False
dominicalford_minnesota_2006,False
daraunmckinney_iowa_2019,False
jamesshepherd_purdue_2007,False
ricardomiller_michigan_2010,False
alterekmcburse_purdue_2009,False
jasonmccourty_rutgers_2005,False
chasetriplett_purdue_2019,False
rafaelprice_purdue_2002,False
timothygardner_ohiostate_2013,False
kyletrout_ohiostate_2014,False
corneliusjohnson_michigan_2019,False
tedstieber_minnesota_2015,False
bradhawkinsjr_michigan_2016,False
noahfant_iowa_2016,False
jayramshaw_illinois_2003,False
nikomafuli_northwestern_2007,False
thomasallen_indiana_2017,False
seanstanley_pennstate_2009,False
zechariahmcphearson_pennstate_2016,False
jakereed_indiana_2011,False
isaacholmes_rutgers_2009,False
garnetthollis_northwestern_2020,False
tommyvitale_northwestern_2015,False
ryanorton_minnesota_2007,False
benpooler_maryland_2007,False
quarvezboulware_maryland_2015,False
laderrienwilson_maryland_2016,False
tylerhoover_michiganstate_2008,False
chrisevans_michigan_2016,False
ryancollado_minnesota_2007,False
austinstafford_nebraska_2007,False
davidperkins_ohiostate_2012,False
joharibranch_maryland_2020,False
johnrabe_minnesota_2011,False
laraysmith_indiana_2013,False
terrellgolden_pennstate_2003,False
wandalerobinson_nebraska_2019,False
robertlongerbeam_rutgers_2020,False
philhaig_illinois_2007,False
jordansteffy_maryland_2004,False
billygarza_illinois_2004,False
ericlee_nebraska_2015,False
alexnetter_northwestern_2007,False
geraldgooden_purdue_2007,False
nilesbrinkley_wisconsin_2006,False
jacobjefferson_northwestern_2018,False
kevinbarnes_maryland_2004,False
clydewashington_purdue_2020,False
noahbarnes_maryland_2016,False
lukemccaffrey_nebraska_2019,False
bradyreiff_iowa_2015,False
garrickclig_maryland_2003,False
obiezeh_michigan_2006,False
hunterlittlejohn_indiana_2015,False
andreboggs_rutgers_2014,False
chrispauletienne_rutgers_2006,False
ayindeeley_maryland_2017,False
aaronmends_iowa_2014,False
andreyoung_illinois_2004,False
justinlayne_michiganstate_2016,False
stevenkielp_michiganstate_2002,False
cameronmeredith_nebraska_2008,False
deionjennings_rutgers_2018,False
tylerdesue_maryland_2018,False
patrickobrien_nebraska_2016,False
mikemadaras_maryland_2012,False
antoniosteele_illinois_2006,False
diauntaemorrow_iowa_2007,False
johnnysampy_minnesota_2004,False
ericzilisch_iowa_2002,False
brandonsnow_pennstate_2002,False
rafaeleubanks_iowa_2005,False
chikweobasih_wisconsin_2013,False
jelaniroberts_northwestern_2015,False
joegaziano_northwestern_2015,False
ajedds_iowa_2006,False
abdulsmith_rutgers_2009,False
griffinmoore_illinois_2019,False
dwightwhite_northwestern_2012,False
andremcdonald_minnesota_2012,False
kadepittman_nebraska_2002,False
daviyonnixon_iowa_2017,False
