,247_index,school,year,playerName,highSchool,city,state,position,height,weight,compRating,compStars,nationalRank,positionRank,stateRank,247Rating,247Stars,247positionRank,247stateRank,displayName,ID,247nationalRank,confidence,rivalsrivals_index,rivalsschool,rivalsyear,rivalsplayerName,rivalscity,rivalsstate,rivalshighSchool,rivalsposition,rivalsheight,rivalsweight,rivalsstars,rivalsnationalRank,rivalspositionRank,rivalsstateRank,rivalsdisplayName,rivalsID,rivalsrawSchool
32,719,minnesota,2014,dimonicrodenmckinzy,Wyandotte,Kansas City,KS,DUAL,72.5,214,0.8547,3,718,19,6,,,,,Dimonic Roden-McKinzy,dimonicrodenmckinzy_minnesota,,0.819548872180451,3698,minnesota,2014,dimonicmckinzy,Kansas City,KS,Wyandotte,ATH,72.0,213.0,3,,,6.0,Dimonic McKinzy,dimonicmckinzy_minnesota,
33,819,illinois,2012,robertbain,Bolingbrook,Bolingbrook,IL,OG,75.0,280,0.8252,3,NA,75,31, 80  ,6.0,76,33,Robert Bain,robertbain_illinois,,0.8142857142857143,1102,illinois,2012,robbiebain,Bolingbrook,IL,Bolingbrook,OL,75.0,300.0,3,,51.0,22.0,Robbie Bain,robbiebain_illinois,
34,881,minnesota,2015,charlierogers,Iowa Western C.C.,Council Bluffs,IA,CB,73.0,210,0.8535,3,78,7,1, 85  ,6.0,8,3,Charlie Rogers,charlierogers_minnesota,86,0.8021978021978021,2044,minnesota,2015,acerogers,Council Bluffs,IA,Iowa Western C.C.,DB,73.0,210.0,3,,,,Ace Rogers,acerogers_minnesota,
35,897,minnesota,2015,zocraighton,Dutchtown,Geismar,LA,S,73.0,189,0.8140,3,NA,120,73, 81  ,6.0,116,85,Zo Craighton,zocraighton_minnesota,,0.819047619047619,4792,minnesota,2015,alonzocraighton,Geismar,LA,Dutchtown,DB,73.0,189.0,2,,,,Alonzo Craighton,alonzocraighton_minnesota,
36,925,illinois,2004,waltermendenhall,Niles West,Skokie,IL,RB,72.0,195,0.8333,3,621,41,19,  N/A  ,3.0,N/A,N/A,Walter Mendenhall,waltermendenhall_illinois,,0.8151260504201681,943,illinois,2005,rashardmendenhall,Skokie,IL,Niles West,RB,72.0,190.0,4,90.0,9.0,,Rashard Mendenhall,rashardmendenhall_illinois,
37,1037,indiana,2014,mikebarwickjr,Summit Country Day School,Cincinnati,OH,DT,73.0,297,0.8481,3,841,58,52, 86  ,6.0,55,48,Mike Barwick Jr.,mikebarwickjr_indiana,,0.8987755102040815,2950,indiana,2014,michaelbarwick,Cincinnati,OH,Summit Country Day,DT,72.0,291.0,3,,,48.0,Michael Barwick,michaelbarwick_indiana,
38,1042,indiana,2014,dameonwillisjr,St. Ignatius,Cleveland,OH,S,72.0,208,0.8341,3,NA,98,70, 82  ,6.0,123,75,Dameon Willis Jr.,dameonwillisjr_indiana,,0.8367346938775511,5754,indiana,2014,dameonwillis,Cleveland,OH,St. Ignatius,LB,72.0,209.0,3,,,54.0,Dameon Willis,dameonwillis_indiana,
39,1052,indiana,2014,timothygardner,Milford Academy,New Berlin,NY,OT,77.0,310,0.8000,3,20,4,6, 70  ,5.0,11,11,Timothy Gardner,timothygardner_indiana,76,0.8163265306122449,2137,indiana,2014,timgardner,New Berlin,NY,Milford Academy,OL,77.0,320.0,4,3.0,,,Tim Gardner,timgardner_indiana,
40,1054,indiana,2014,zanderdiamont,Venice,Los Angeles,CA,PRO,74.0,175,0.7915,2,NA,90,180, 78  ,4.0,90,173,Zander Diamont,zanderdiamont_indiana,,0.8214285714285714,4106,indiana,2014,alexanderdiamont,Los Angeles,CA,Venice,QB,73.0,175.0,3,,,,Alexander Diamont,alexanderdiamont_indiana,
41,1056,indiana,2014,robertmccrayiii,Rockdale County,Conyers,GA,SDE,75.0,245,0.7330,2,NA,144,284, 70  ,4.0,144,285,Robert McCray III,robertmccrayiii_indiana,,0.8285714285714285,4223,indiana,2014,robertmccray,Conyers,GA,Rockdale County,LB,75.0,245.0,2,,,,Robert McCray,robertmccray_indiana,
42,1093,michigan,2018,gemongreen,DeSoto,DeSoto,TX,CB,74.0,165,0.8891,3,382,35,52, 88  ,6.0,38,69,Gemon Green,gemongreen_michigan,,0.8311688311688312,4804,michigan,2018,germangreen,DeSoto,TX,DeSoto,DB,74.0,180.0,3,,,,German Green,germangreen_michigan,
43,1103,michigan,2018,germangreen,DeSoto,DeSoto,TX,S,74.0,168,0.8444,3,NA,97,176, 85  ,6.0,80,115,German Green,germangreen_michigan,,0.8311688311688312,291,michigan,2018,gemongreen,DeSoto,TX,DeSoto,DB,74.0,173.0,4,,39.0,48.0,Gemon Green,gemongreen_michigan,
44,1128,rutgers,2009,adbulsmith,Perkiomen School,Pennsburg,PA,CB,72.0,185,0.8579,3,768,61,19,,,,,Adbul Smith,adbulsmith_rutgers,,0.8428571428571429,833,rutgers,2009,abdulsmith,Pennsburg,PA,Perkiomen School,DB,72.0,182.0,3,,44.0,11.0,Abdul Smith,abdulsmith_rutgers,
45,1136,ohiostate,2015,matthewburrell,C. D. Hylton,Woodbridge,VA,OG,76.0,321,0.9509,4,110,7,4, 96  ,8.0,6,4,Matthew Burrell,matthewburrell_ohiostate,92,0.8392857142857143,105,ohiostate,2015,matthewburrelljr,Woodbridge,VA,C. D. Hylton,OL,76.0,300.0,4,155.0,10.0,8.0,Matthew Burrell Jr.,matthewburrelljr_ohiostate,
46,1147,ohiostate,2015,joshuanorwood,Valdosta,Valdosta,GA,CB,70.0,175,0.8697,3,508,50,48, 86  ,6.0,7,17,Joshua Norwood,joshuanorwood_ohiostate,66,0.8351648351648352,5777,ohiostate,2015,joshnorwood,Valdosta,GA,Valdosta,DB,72.0,165.0,3,,45.0,55.0,Josh Norwood,joshnorwood_ohiostate,
47,1148,ohiostate,2015,ajalexander,Lake Braddock,Burke,VA,TE,76.0,220,0.8691,3,514,15,20, 90  ,7.0,11,14,A.J. Alexander,ajalexander_ohiostate,,0.8095238095238095,3831,ohiostate,2015,aramisalexander,Burke,VA,Lake Braddock,WR,74.0,222.0,3,,,27.0,Aramis Alexander,aramisalexander_ohiostate,
48,1197,purdue,2016,terrancelandersjr,Dunbar,Dayton,OH,WR,76.0,170,0.8321,3,NA,191,59, 83  ,6.0,196,66,Terrance Landers Jr.,terrancelandersjr_purdue,,0.9831932773109244,228,purdue,2016,terrancelanders,Dayton,OH,Dunbar,WR,76.0,170.0,3,,,37.0,Terrance Landers,terrancelanders_purdue,
49,1202,purdue,2016,joshuahayes,Pike,Indianapolis,IN,CB,72.0,180,0.8264,3,NA,135,20, 78  ,5.0,198,32,Joshua Hayes,joshuahayes_purdue,,0.8311688311688312,3362,purdue,2016,joshhayes,Indianapolis,IN,Pike,DB,71.0,174.0,3,,51.0,11.0,Josh Hayes,joshhayes_purdue,
50,1233,ohiostate,2003,anthonygonzalez,St Ignatius,Cleveland,OH,CB,72.0,190,0.9418,4,83,8,7,  N/A  ,4.0,N/A,N/A,Anthony Gonzalez,anthonygonzalez_ohiostate,,0.8166666666666667,756,ohiostate,2003,tonygonzalez,Cleveland,OH,St. Ignatius,DB,72.0,187.0,4,,16.0,7.0,Tony Gonzalez,tonygonzalez_ohiostate,
51,1276,wisconsin,2016,patrickjohnsonii,The Bullis School,Potomac,MD,ATH,72.0,185,0.8457,3,929,65,24, 86  ,6.0,52,21,Patrick Johnson II,patrickjohnsonii_wisconsin,,0.805672268907563,2668,wisconsin,2016,patrickjohnson,Potomac,MD,Bullis School,DB,72.0,180.0,3,,,24.0,Patrick Johnson,patrickjohnson_wisconsin,
52,1343,minnesota,2019,jamesgordoniv,Plant City,Plant City,FL,OLB,73.0,214,0.8626,3,823,63,107, 87  ,6.0,53,79,James Gordon IV,jamesgordoniv_minnesota,,0.8351648351648352,5328,minnesota,2019,jamesgordon,Plant City,FL,Plant City,LB,73.0,220.0,3,,,,James Gordon,jamesgordon_minnesota,
53,1352,minnesota,2019,mikebrownstephens,Springfield,Springfield,OH,WR,71.0,178,0.8498,3,NA,129,51, 86  ,6.0,118,49,Mike Brown-Stephens,mikebrownstephens_minnesota,,0.9714285714285714,4373,minnesota,2019,michaelbrownstephens,Springfield,OH,Springfield,WR,71.0,175.0,3,,,54.0,Michael Brown-Stephens,michaelbrownstephens_minnesota,
54,1373,wisconsin,2020,jamesthompsonjr,Roger Bacon,Cincinnati,OH,SDE,77.5,255,0.8435,3,NA,65,56, 86  ,6.0,48,34,James Thompson Jr.,jamesthompsonjr_wisconsin,,0.8380952380952381,2050,wisconsin,2020,jamesthompson,Cincinnati,OH,Roger Bacon,DE,77.0,245.0,3,,,48.0,James Thompson,jamesthompson_wisconsin,
55,1426,illinois,2008,ajjenkins,Terry Parker,Jacksonville,FL,WR,73.0,170,0.8916,4,323,47,49,  N/A  ,4.0,N/A,N/A,A.J. Jenkins,ajjenkins_illinois,,0.945054945054945,590,illinois,2008,alfredjenkins,Jacksonville,FL,Terry Parker,WR,72.0,170.0,3,,53.0,50.0,Alfred Jenkins,alfredjenkins_illinois,
56,1430,nebraska,2005,zackbowman,New Mexico Military Institute,Roswell,NM,CB,74.0,200,0.9000,4,5,1,1,  N/A  ,4.0,N/A,N/A,Zack Bowman,zackbowman_nebraska,,0.8241758241758241,4252,nebraska,2005,zackarybowman,Roswell,NM,New Mexico Military Institute,DB,74.0,200.0,5,2.0,,,Zackary Bowman,zackarybowman_nebraska,
57,1469,maryland,2019,samokuayinonu,Mesabi Range C.C.,Virginia,MN,SDE,75.0,270,0.8446,3,107,8,1, 86  ,6.0,6,1,Sam Okuayinonu,samokuayinonu_maryland,61,0.8303571428571429,4750,maryland,2019,samuelokuayinonu,Virginia,MN,Mesabi Range C.C.,DE,74.0,265.0,2,,,,Samuel Okuayinonu,samuelokuayinonu_maryland,
58,1502,rutgers,2005,derekbenson,Hun School,Princeton,NJ,ATH,73.0,200,0.7667,2,NA,102,40,  N/A  ,2.0,N/A,N/A,Derek Benson,derekbenson_rutgers,,0.8367346938775511,4024,purdue,2005,derekbenson,Princeton,NJ,The Hun School,ATH,73.0,200.0,2,,,,Derek Benson,derekbenson_purdue,
59,1523,michigan,2014,juwannbushellbeatty,Paramus Catholic,Paramus,NJ,OT,79.0,318,0.8911,4,325,28,11, 92  ,8.0,23,10,Juwann Bushell-Beatty,juwannbushellbeatty_michigan,,0.849624060150376,3530,michigan,2014,juwanbushellbeatty,Paramus,NJ,Paramus Catholic,OL,77.0,295.0,3,,33.0,11.0,Juwan Bushell-Beatty,juwanbushellbeatty_michigan,
60,1571,indiana,2018,steviescottiii,Christian Brothers Academy,Syracuse,NY,RB,74.0,235,0.8402,3,NA,80,16, 85  ,6.0,74,15,Stevie Scott III,steviescottiii_indiana,,0.9254317111459969,4305,indiana,2018,steviescott,Syracuse,NY,Christian Brothers,RB,73.0,240.0,3,,,11.0,Stevie Scott,steviescott_indiana,
61,1573,indiana,2018,turonivyjr,Marist,Chicago,IL,TE,77.0,227,0.8377,3,NA,61,36, 83  ,6.0,66,35,Turon Ivy Jr.,turonivyjr_indiana,,0.9142857142857144,2805,indiana,2018,tjivy,Chicago,IL,Marist,TE,77.0,217.0,3,,,25.0,TJ Ivy,tjivy_indiana,
62,1604,michigan,2002,gabewatson,Southfield,Southfield,MI,DT,76.0,330,0.9839,5,36,4,1,  N/A  ,5.0,N/A,N/A,Gabe Watson,gabewatson_michigan,,0.8241758241758241,1395,michigan,2002,gabrielwatson,Southfield,MI,,DT,76.0,320.0,5,33.0,3.0,,Gabriel Watson,gabrielwatson_michigan,
63,1667,nebraska,2013,nategerry,Washington,Sioux Falls,SD,ATH,74.0,206,0.8533,3,746,51,1, 84  ,6.0,87,1,Nate Gerry,nategerry_nebraska,,0.961038961038961,2768,nebraska,2013,nathangerry,Sioux Falls,SD,Washington,ATH,74.0,206.0,3,,36.0,,Nathan Gerry,nathangerry_nebraska,
64,1681,nebraska,2018,camronjones,Mansfield,Mansfield,TX,S,72.0,200,0.9023,4,289,23,36, 91  ,8.0,20,28,Cam'ron Jones,camronjones_nebraska,232,0.8181818181818182,906,nebraska,2018,camjones,Mansfield,TX,Mansfield,DB,74.0,187.0,4,220.0,18.0,24.0,Cam Jones,camjones_nebraska,
65,1692,nebraska,2018,camtaylorbritt,Park Crossing,Montgomery,AL,ATH,72.0,196,0.8636,3,743,60,25, 87  ,6.0,57,20,Cam Taylor-Britt,camtaylorbritt_nebraska,,0.9081632653061226,304,nebraska,2018,camerontaylor,Montgomery,AL,Park Crossing,ATH,73.0,203.0,3,,,27.0,Cameron Taylor,camerontaylor_nebraska,
66,1724,maryland,2004,treycovington,Eleanor Roosevelt,Greenbelt,MD,WDE,75.0,230,0.9739,4,69,7,2,  N/A  ,4.0,N/A,N/A,Trey Covington,treycovington_maryland,,0.8095238095238095,460,maryland,2004,georgecovington,Greenbelt,MD,Eleanor Roosevelt,DE,75.0,230.0,4,66.0,6.0,3.0,George Covington,georgecovington_maryland,
67,1739,rutgers,2018,christianizien,Erasmus Hall,Brooklyn,NY,ATH,70.0,180,0.8307,3,NA,117,18, 85  ,6.0,88,17,Christian Izien,christianizien_rutgers,,0.8147153598281418,3829,rutgers,2018,kessawnabraham,Brooklyn,NY,Erasmus Hall Campus,ATH,70.0,170.0,2,,,,Kessawn Abraham,kessawnabraham_rutgers,
68,1808,wisconsin,2011,michaelcaputo,West Allegheny,Imperial,PA,S,73.0,190,0.8516,3,697,49,19, 87  ,6.0,41,16,Michael Caputo,michaelcaputo_wisconsin,,0.8131868131868132,3210,wisconsin,2011,mikecaputo,Imperial,PA,West Allegheny,DB,73.0,195.0,3,,44.0,14.0,Mike Caputo,mikecaputo_wisconsin,
69,1819,wisconsin,2011,fredrickwillis,Brookfield Academy,Brookfield,WI,WR,73.0,195,0.7915,2,NA,191,15,,,,,Fredrick Willis,fredrickwillis_wisconsin,,0.9904761904761905,4038,wisconsin,2011,frederickwillis,Brookfield,WI,Brookfield Academy,WR,73.0,195.0,3,,,12.0,Frederick Willis,frederickwillis_wisconsin,
70,1856,indiana,2005,brandonwalkerroby,North Central,Indianapolis,IN,WR,72.0,170,0.7667,2,NA,121,16,  N/A  ,2.0,N/A,N/A,Brandon Walker-Roby,brandonwalkerroby_indiana,,0.8313325330132054,1034,indiana,2005,joshbailey,Indianapolis,IN,Warren Central,WR,74.0,200.0,2,,,,Josh Bailey,joshbailey_indiana,
71,1868,indiana,2005,joshbailey,Warren Central,Indianapolis,IN,WR,74.0,200,0.7444,2,NA,185,23,  N/A  ,2.0,N/A,N/A,Josh Bailey,joshbailey_indiana,,0.8313325330132054,44,indiana,2005,brandonwalkerroby,Indianapolis,IN,North Central,WR,72.0,170.0,2,,,,Brandon Walker-Roby,brandonwalkerroby_indiana,
72,2017,pennstate,2012,genolewis,Wyoming Valley West,Plymouth,PA,WR,73.0,180,0.9388,4,155,21,4, 92  ,8.0,34,7,Geno Lewis,genolewis_pennstate,245,0.9234449760765552,5093,pennstate,2012,eugenelewis,Plymouth,PA,Wyoming Valley,WR,74.0,181.0,4,141.0,22.0,4.0,Eugene Lewis,eugenelewis_pennstate,
73,2022,pennstate,2012,nyeemwartmanwhite,Valley View,Archbald,PA,OLB,74.0,223,0.8788,3,498,48,15, 89  ,6.0,43,13,Nyeem Wartman-White,nyeemwartmanwhite_pennstate,,0.8151260504201681,5500,pennstate,2012,nyeemwartman,Archbald,PA,Valley View,LB,75.0,220.0,3,,35.0,13.0,Nyeem Wartman,nyeemwartman_pennstate,
74,2050,maryland,2012,kennygoins,Gilman,Baltimore,MD,RB,70.0,205,0.8511,3,856,50,19, 84  ,6.0,51,21,Kenny Goins,kennygoins_maryland,,0.8873626373626374,4107,maryland,2012,kennethgoins,Baltimore,MD,Gilman School,RB,70.0,215.0,2,,,,Kenneth Goins,kennethgoins_maryland,
75,2110,minnesota,2012,brieanboddycalhoun,Coffeyville C.C.,Coffeyville,KS,CB,71.0,175,0.7867,2,167,22,17, 76  ,4.0,22,20,Briean Boddy-Calhoun,brieanboddycalhoun_minnesota,182,0.8015873015873015,691,minnesota,2012,brieanboddy,Coffeyville,KS,Coffeyville C.C.,DB,71.0,175.0,3,,,,Briean Boddy,brieanboddy_minnesota,
76,2222,nebraska,2014,jariahtolbert,Edna Karr,New Orleans,LA,WR,75.0,185,0.8307,3,NA,159,45,,,,,Jariah Tolbert,jariahtolbert_nebraska,,0.868131868131868,3399,nebraska,2014,glennirons,New Orleans,LA,Edna Karr,WR,70.0,170.0,2,,,,Glenn Irons,glennirons_nebraska,
77,2227,nebraska,2014,ajbushjr,Norcross,Norcross,GA,DUAL,75.0,211,0.8043,3,NA,43,151, 84  ,6.0,5,5,AJ Bush Jr.,ajbushjr_nebraska,113,0.8214285714285714,1011,nebraska,2014,ajbush,Norcross,GA,Norcross,QB,76.0,214.0,2,,,,AJ Bush,ajbush_nebraska,
78,2228,nebraska,2014,glennirons,Edna Karr,New Orleans,LA,WR,70.0,170,0.7817,2,NA,283,96, 79  ,4.0,209,67,Glenn Irons,glennirons_nebraska,,0.868131868131868,3274,nebraska,2014,jariahtolbert,New Orleans,LA,Edna Karr,WR,75.0,185.0,2,,,,Jariah Tolbert,jariahtolbert_nebraska,
79,2259,indiana,2009,dimitriuscarrwatson,Mount Carmel,Chicago,IL,FB,73.0,200,0.8208,3,NA,21,28,  N/A  ,3.0,N/A,N/A,Dimitrius Carr-Watson,dimitriuscarrwatson_indiana,,0.8120300751879699,3350,indiana,2009,dimitriuscarr,Chicago,IL,Mount Carmel,LB,73.0,200.0,3,,70.0,23.0,Dimitrius Carr,dimitriuscarr_indiana,
80,2267,pennstate,2008,michaelzordich,Cardinal Mooney,Youngstown,OH,OLB,74.0,225,0.9307,4,143,16,7,  N/A  ,4.0,N/A,N/A,Michael Zordich,michaelzordich_pennstate,,0.8163265306122449,3312,pennstate,2008,mikezordich,Youngstown,OH,Cardinal Mooney,LB,73.0,220.0,4,134.0,7.0,9.0,Mike Zordich,mikezordich_pennstate,
81,2323,rutgers,2014,joshhicks,Palmetto,Palmetto,FL,APB,70.0,180,0.8625,3,569,12,80, 88  ,6.0,10,67,Josh Hicks,joshhicks_rutgers,,0.8311688311688312,2542,rutgers,2014,joshuahicks,Palmetto,FL,Palmetto,RB,70.0,180.0,3,,42.0,88.0,Joshua Hicks,joshuahicks_rutgers,
82,2327,rutgers,2014,kamlott,First Coast,Jacksonville,FL,CB,70.0,180,0.8400,3,NA,76,146,,,,,Kam Lott,kamlott_rutgers,,0.8142857142857143,997,rutgers,2014,kamrenlott,Jacksonville,FL,First Coast,DB,70.0,180.0,3,,,,Kamren Lott,kamrenlott_rutgers,
83,2336,rutgers,2014,ericwiafe,Milford Academy,New Berlin,NY,DT,76.0,240,0.8208,3,16,1,4,,,,,Eric Wiafe,ericwiafe_rutgers,,0.8293650793650793,28891,southflorida,2014,ericmayes,New Berlin,NY,Milford Academy,DT,77.0,270.0,3,23.0,,,Eric Mayes,ericmayes_southflorida,South Florida
84,2421,michigan,2013,mauricehurst,Xaverian Brothers,Westwood,MA,DT,74.0,290,0.9038,4,266,21,2, 92  ,8.0,15,1,Maurice Hurst,mauricehurst_michigan,190,0.979591836734694,4884,michigan,2013,mauricehurstjr,Westwood,MA,Xaverian Brothers,DT,74.0,305.0,3,,32.0,2.0,Maurice Hurst Jr.,mauricehurstjr_michigan,
85,2499,minnesota,2008,brodricksmith,Garden City C.C.,Garden City,KS,WR,75.0,200,0.8608,3,60,8,10,  N/A  ,3.0,N/A,N/A,Brodrick Smith,brodricksmith_minnesota,,0.8153846153846154,36481,middletennesseestate,2008,eldredking,Garden City,KS,Garden City C.C.,WR,70.0,170.0,3,,,,Eldred King,eldredking_middletennesseestate,Mid Tennessee
86,2507,minnesota,2008,dlwilhite,Bryan Station,Lexington,KY,ATH,76.0,235,0.8417,3,844,53,5,  N/A  ,3.0,N/A,N/A,D.L. Wilhite,dlwilhite_minnesota,,0.8690476190476192,3992,minnesota,2008,terrellcombs,Lexington,KY,Bryan Station,ATH,74.0,252.0,3,,83.0,,Terrell Combs,terrellcombs_minnesota,
87,2511,minnesota,2008,terrellcombs,Bryan Station,Lexington,KY,ATH,74.0,252,0.8333,3,NA,78,10,  N/A  ,3.0,N/A,N/A,Terrell Combs,terrellcombs_minnesota,,0.8690476190476192,2434,minnesota,2008,dlwilhite,Lexington,KY,Bryan Station,ATH,76.0,235.0,3,,86.0,,D.L. Wilhite,dlwilhite_minnesota,
88,2536,iowa,2015,landanpaulsen,Woodbury Central,Moville,IA,OG,77.0,285,0.8754,3,447,31,1, 89  ,6.0,28,2,Landan Paulsen,landanpaulsen_iowa,,0.8021978021978021,4130,iowa,2015,levipaulsen,Moville,IA,Woodbury Central,OL,78.0,275.0,3,,82.0,1.0,Levi Paulsen,levipaulsen_iowa,
89,2537,iowa,2015,levipaulsen,Woodbury Central,Moville,IA,OT,77.0,285,0.8745,3,456,50,2, 88  ,6.0,54,3,Levi Paulsen,levipaulsen_iowa,,0.8021978021978021,747,iowa,2015,landanpaulsen,Moville,IA,Woodbury Central,OL,78.0,285.0,3,,83.0,2.0,Landan Paulsen,landanpaulsen_iowa,
90,2543,iowa,2015,michaelslaterjr,Parkway Central,Chesterfield,MO,ATH,74.0,240,0.8344,3,NA,103,16, 84  ,6.0,105,16,Michael Slater Jr,michaelslaterjr_iowa,,0.8380952380952381,4154,iowa,2015,michaelslater,Chesterfield,MO,Parkway Central,DE,75.0,265.0,3,,,,Michael Slater,michaelslater_iowa,
91,2583,illinois,2018,mjriversii,Lone Star,Frisco,TX,DUAL,76.0,213,0.8539,3,973,27,138, 85  ,6.0,26,129,MJ Rivers II,mjriversii_illinois,,0.8285714285714285,877,illinois,2018,mjrivers,Frisco,TX,Lone Star,QB,76.0,212.0,3,,,,M.J. Rivers,mjrivers_illinois,
92,2597,illinois,2018,ronhardgeiii,Cardinal Gibbons,Fort Lauderdale,FL,S,73.0,175,0.8107,3,NA,147,318, 80  ,6.0,33,55,Ron Hardge III,ronhardgeiii_illinois,239,0.8214285714285714,3493,illinois,2018,ronhardge,Fort Lauderdale,FL,Cardinal Gibbons,DB,73.0,178.0,2,,,,Ron Hardge,ronhardge_illinois,
93,2601,illinois,2018,mattrobinson,J Serra Catholic,San Juan Capistrano,CA,DUAL,73.0,180,0.8004,3,NA,56,239, 79  ,5.0,54,253,Matt Robinson,mattrobinson_illinois,,0.8107142857142857,1172,illinois,2018,matthewrobinson,San Juan Capistrano,CA,Jserra Catholic,QB,73.0,180.0,2,,,,Matthew Robinson,matthewrobinson_illinois,
94,2650,rutgers,2003,williefoster,Miami Central,Miami,FL,WR,70.0,170,0.8333,3,399,36,52,  N/A  ,3.0,N/A,N/A,Willie Foster,williefoster_rutgers,,0.8021978021978021,1073,rutgers,2003,marcusdaniels,Miami,FL,Central,WR,74.0,190.0,3,,,,Marcus Daniels,marcusdaniels_rutgers,
95,2666,rutgers,2003,marcusdaniels,Miami Central,Miami,FL,WR,74.0,190,0.7667,2,NA,207,238,  N/A  ,2.0,N/A,N/A,Marcus Daniels,marcusdaniels_rutgers,,0.8021978021978021,1202,rutgers,2003,williefoster,Miami,FL,Central,WR,70.0,170.0,3,,,,Willie Foster,williefoster_rutgers,
96,2669,rutgers,2003,naterobinson,Irvington,Irvington,NJ,DT,76.0,320,0.9954,5,8,1,1,  N/A  ,5.0,N/A,N/A,Nate Robinson,naterobinson_rutgers,,0.8151260504201681,35,rutgers,2003,nathanielrobinson,Irvington,NJ,,DT,76.0,319.0,5,15.0,1.0,2.0,Nathaniel Robinson,nathanielrobinson_rutgers,
97,2675,michigan,2012,chriswormley,Whitmer,Toledo,OH,SDE,77.0,250,0.9483,4,127,6,7, 96  ,8.0,4,4,Chris Wormley,chriswormley_michigan,72,0.8095238095238095,4961,michigan,2012,christopherwormley,Toledo,OH,Whitmer,DE,78.0,270.0,3,,21.0,22.0,Christopher Wormley,christopherwormley_michigan,
98,2748,rutgers,2015,nakiagriffinstewart,Tenafly,Tenafly,NJ,TE,77.0,220,0.8383,3,NA,44,27, 79  ,5.0,76,44,Nakia Griffin-Stewart,nakiagriffinstewart_rutgers,,0.9473684210526316,5638,rutgers,2015,nakiagriffin,Tenafly,NJ,Tenafly,TE,77.0,220.0,3,,22.0,16.0,Nakia Griffin,nakiagriffin_rutgers,
99,2854,nebraska,2015,khalildavis,Blue Springs,Blue Springs,MO,DT,74.0,260,0.8730,3,466,26,6, 89  ,6.0,25,6,Khalil Davis,khalildavis_nebraska,,0.935064935064935,3107,nebraska,2015,carlosdavis,Blue Springs,MO,Blue Springs,DT,75.0,270.0,3,,24.0,5.0,Carlos Davis,carlosdavis_nebraska,
100,2874,maryland,2009,codyblue,Fork Union Military Academy,Fork Union,VA,DT,77.0,280,0.8537,3,19,3,17,  N/A  ,3.0,N/A,N/A,Cody Blue,codyblue_maryland,,0.8571428571428571,1024,maryland,2009,zackkerr,Fork Union,VA,Fork Union Military Academy,DT,75.0,295.0,3,42.0,,,Zack Kerr,zackkerr_maryland,
101,2878,maryland,2009,zackkerr,Fork Union Military Academy,Fork Union,VA,DT,75.0,295,0.8472,3,21,4,18,  N/A  ,3.0,N/A,N/A,Zack Kerr,zackkerr_maryland,,0.8571428571428571,2158,maryland,2009,codyblue,Fork Union,VA,Fork Union Military Academy,DT,77.0,280.0,3,24.0,,,Cody Blue,codyblue_maryland,
102,2890,maryland,2009,zackkerr,Fork Union Military Academy,Fork Union,VA,DT,75.0,295,0.8472,3,22,5,19,  N/A  ,3.0,N/A,N/A,Zack Kerr,zackkerr_maryland,,0.8571428571428571,2158,maryland,2009,codyblue,Fork Union,VA,Fork Union Military Academy,DT,77.0,280.0,3,24.0,,,Cody Blue,codyblue_maryland,
103,2918,iowa,2018,donaldjohnson,North Central,Indianapolis,IN,CB,72.0,170,0.8801,3,488,50,5, 90  ,7.0,26,3,Donald Johnson,donaldjohnson_iowa,,0.8021978021978021,697,iowa,2018,djjohnson,Indianapolis,IN,North Central,DB,72.0,170.0,3,,64.0,7.0,D.J. Johnson,djjohnson_iowa,
104,2919,iowa,2018,jeffreyjenkins,Prairie Ridge,Crystal Lake,IL,OG,76.0,275,0.8786,3,504,23,7, 92  ,7.0,8,3,Jeffrey Jenkins,jeffreyjenkins_iowa,206,0.826530612244898,1225,iowa,2018,jeffjenkins,Crystal Lake,IL,Prairie Ridge,OL,76.0,272.0,3,,37.0,14.0,Jeff Jenkins,jeffjenkins_iowa,
105,2922,iowa,2018,tyronetracy,Decatur Central,Indianapolis,IN,RB,72.0,185,0.8680,3,668,31,8, 87  ,6.0,35,8,Tyrone Tracy,tyronetracy_iowa,,0.8351648351648352,4817,iowa,2018,tyronetracyjr,Indianapolis,IN,Decatur Central,WR,72.0,187.0,3,,69.0,5.0,Tyrone Tracy Jr.,tyronetracyjr_iowa,
106,2937,minnesota,2005,alexdaniels,Brookhaven,Columbus,OH,ATH,74.0,219,0.9222,4,132,5,4,  N/A  ,4.0,N/A,N/A,Alex Daniels,alexdaniels_minnesota,,0.8701298701298701,2031,minnesota,2005,keithmassey,Columbus,OH,Brookhaven,ATH,72.0,186.0,3,,62.0,29.0,Keith Massey,keithmassey_minnesota,
107,2941,minnesota,2005,keithmassey,Brookhaven,Columbus,OH,ATH,73.0,186,0.8333,3,643,50,21,  N/A  ,3.0,N/A,N/A,Keith Massey,keithmassey_minnesota,,0.8701298701298701,910,minnesota,2005,alexdaniels,Columbus,OH,Brookhaven,ATH,74.0,219.0,4,,11.0,5.0,Alex Daniels,alexdaniels_minnesota,
